,Pre-pulse (mV),,Holding Potential: -120mV,,,,,,,,,,,,,,,,,,,,
Time (ms),-90,-80,-70,-60,-50,-40,-30,-20,-10,0,10,20,30,40,,,,,,,,,
57.20,-1.77E-11,-2.29E-11,5.17E-12,1.75E-13,-1.24E-11,1.88E-12,-5.34E-11,-7.77E-11,-7.93E-11,-1.24E-10,-1.38E-10,-2.37E-10,-4.64E-10,-7.61E-10,,,,,,,,,
57.30,-1.83E-11,8.59E-13,-6.71E-12,-8.27E-12,-1.68E-11,-9.68E-12,-4.66E-11,-6.33E-11,-8.00E-11,-1.18E-10,-1.48E-10,-2.22E-10,-4.46E-10,-7.87E-10,,,,,,,,,
57.40,-2.14E-11,8.99E-12,1.42E-11,3.61E-12,-4.01E-12,-2.38E-11,-3.47E-11,-5.64E-11,-8.15E-11,-1.19E-10,-1.38E-10,-2.32E-10,-4.44E-10,-7.89E-10,,,,,,,,,
57.50,-1.08E-11,8.99E-12,1.42E-11,1.33E-11,-2.76E-12,-1.94E-11,-4.56E-11,-7.24E-11,-9.22E-11,-1.33E-10,-1.51E-10,-2.50E-10,-4.49E-10,-7.72E-10,,,,,,,,,
57.60,-1.42E-11,6.17E-12,1.70E-11,1.11E-12,2.25E-12,-1.97E-11,-4.78E-11,-7.20E-11,-8.87E-11,-1.28E-10,-1.54E-10,-2.39E-10,-4.50E-10,-7.84E-10,,,,,,,,,
57.70,-2.42E-11,-4.46E-12,1.36E-11,9.55E-12,-9.63E-12,-3.03E-11,-3.91E-11,-6.89E-11,-6.81E-11,-1.14E-10,-1.35E-10,-2.34E-10,-4.44E-10,-7.73E-10,,,,,,,,,
57.80,-1.39E-11,2.42E-12,6.42E-12,7.68E-12,-1.09E-11,-1.66E-11,-4.66E-11,-7.96E-11,-6.37E-11,-1.03E-10,-1.45E-10,-2.36E-10,-4.41E-10,-7.65E-10,,,,,,,,,
57.90,-2.36E-12,3.67E-12,-5.78E-12,-7.01E-12,2.25E-12,-1.94E-11,-3.44E-11,-7.64E-11,-7.97E-11,-1.02E-10,-1.44E-10,-2.32E-10,-4.46E-10,-7.84E-10,,,,,,,,,
58.00,3.27E-12,1.56E-11,1.02E-11,-4.83E-12,-8.80E-13,-2.56E-11,-3.53E-11,-7.83E-11,-8.06E-11,-8.95E-11,-1.40E-10,-2.27E-10,-4.53E-10,-7.96E-10,,,,,,,,,
58.10,-1.30E-11,2.06E-11,-8.28E-12,-5.14E-12,-1.19E-12,-3.34E-11,-4.25E-11,-5.95E-11,-5.93E-11,-1.06E-10,-1.52E-10,-2.36E-10,-4.55E-10,-7.96E-10,,,,,,,,,
58.20,-2.11E-11,1.52E-11,-2.96E-12,-1.86E-11,-2.18E-11,-2.84E-11,-2.40E-11,-6.02E-11,-6.62E-11,-1.29E-10,-1.58E-10,-2.28E-10,-4.72E-10,-7.85E-10,,,,,,,,,
58.30,-2.77E-11,6.17E-12,8.29E-12,-2.01E-11,-2.90E-11,-2.72E-11,-3.12E-11,-6.08E-11,-1.03E-10,-1.31E-10,-1.68E-10,-2.30E-10,-4.65E-10,-7.76E-10,,,,,,,,,
58.40,-2.55E-11,-4.77E-12,1.52E-11,-2.01E-11,-2.81E-11,-3.44E-11,-3.31E-11,-5.67E-11,-9.72E-11,-1.29E-10,-1.75E-10,-2.32E-10,-4.66E-10,-7.55E-10,,,,,,,,,
58.50,-3.17E-11,-7.89E-12,6.42E-12,-1.33E-11,-2.15E-11,-2.69E-11,-3.25E-11,-6.58E-11,-8.53E-11,-1.19E-10,-1.61E-10,-2.27E-10,-4.63E-10,-7.46E-10,,,,,,,,,
58.60,-2.33E-11,3.98E-12,1.36E-11,-1.80E-11,-1.93E-11,-2.47E-11,-3.25E-11,-7.20E-11,-6.43E-11,-1.11E-10,-1.31E-10,-2.34E-10,-4.49E-10,-7.75E-10,,,,,,,,,
58.70,-3.27E-11,-9.77E-12,1.92E-11,1.27E-11,-4.32E-12,-2.66E-11,-3.66E-11,-5.42E-11,-8.90E-11,-1.13E-10,-1.44E-10,-2.43E-10,-4.42E-10,-7.50E-10,,,,,,,,,
58.80,-2.89E-11,2.73E-12,1.61E-11,9.24E-12,-9.32E-12,-1.72E-11,-4.81E-11,-5.33E-11,-9.78E-11,-1.15E-10,-1.48E-10,-2.45E-10,-4.42E-10,-7.54E-10,,,,,,,,,
58.90,-2.17E-11,-1.95E-12,4.77E-13,7.05E-12,-1.15E-11,-1.37E-11,-3.37E-11,-5.77E-11,-8.50E-11,-1.19E-10,-1.36E-10,-2.41E-10,-4.51E-10,-7.78E-10,,,,,,,,,
59.00,-8.30E-12,3.36E-12,1.17E-11,-5.14E-12,-1.62E-11,-8.43E-12,-3.78E-11,-5.30E-11,-7.25E-11,-1.04E-10,-1.34E-10,-2.32E-10,-4.36E-10,-7.85E-10,,,,,,,,,
59.10,-1.64E-11,5.86E-12,9.23E-12,-1.39E-12,-2.15E-11,-9.37E-12,-1.97E-11,-5.89E-11,-7.40E-11,-1.04E-10,-1.31E-10,-2.24E-10,-4.43E-10,-7.80E-10,,,,,,,,,
59.20,-2.14E-11,8.05E-12,2.27E-11,-1.86E-11,-1.31E-11,-8.12E-12,-1.75E-11,-6.11E-11,-7.90E-11,-9.16E-11,-1.63E-10,-2.23E-10,-4.46E-10,-7.66E-10,,,,,,,,,
59.30,-1.05E-11,1.18E-11,2.20E-11,-1.95E-11,7.25E-12,-1.41E-11,-1.59E-11,-3.70E-11,-8.69E-11,-9.48E-11,-1.73E-10,-2.06E-10,-4.52E-10,-7.68E-10,,,,,,,,,
59.40,-3.92E-12,6.49E-12,1.52E-11,6.11E-12,8.18E-12,-1.28E-11,-3.25E-11,-5.99E-11,-7.78E-11,-1.07E-10,-1.57E-10,-2.14E-10,-4.54E-10,-7.69E-10,,,,,,,,,
59.50,-1.69E-13,-3.92E-13,2.24E-11,-1.05E-11,-1.53E-11,-1.28E-11,-4.19E-11,-7.64E-11,-7.09E-11,-1.11E-10,-1.64E-10,-2.29E-10,-4.65E-10,-7.72E-10,,,,,,,,,
59.60,-1.14E-11,-2.58E-12,9.54E-12,-1.42E-11,-2.31E-11,-2.09E-11,-4.19E-11,-8.64E-11,-9.97E-11,-1.13E-10,-1.42E-10,-2.40E-10,-4.72E-10,-7.74E-10,,,,,,,,,
59.70,-2.11E-11,1.12E-11,-5.78E-12,-1.55E-11,1.93E-12,-5.62E-12,-4.41E-11,-7.61E-11,-6.62E-11,-1.16E-10,-1.45E-10,-2.53E-10,-4.73E-10,-7.57E-10,,,,,,,,,
59.80,-4.05E-11,1.17E-12,1.64E-13,-5.14E-12,7.87E-12,-1.28E-11,-3.06E-11,-5.33E-11,-6.84E-11,-9.35E-11,-1.48E-10,-2.44E-10,-4.57E-10,-7.54E-10,,,,,,,,,
59.90,-4.49E-11,2.42E-12,4.77E-13,-9.52E-12,-1.43E-11,-1.47E-11,-3.47E-11,-6.24E-11,-7.25E-11,-9.01E-11,-1.40E-10,-2.37E-10,-4.43E-10,-7.56E-10,,,,,,,,,
60.00,-2.80E-11,1.18E-11,-5.78E-12,-8.27E-12,-1.53E-11,-8.43E-12,-3.78E-11,-4.55E-11,-7.25E-11,-1.12E-10,-1.37E-10,-2.32E-10,-4.51E-10,-7.57E-10,,,,,,,,,
60.10,-1.61E-11,5.23E-12,-7.34E-12,4.55E-12,-2.71E-11,-7.50E-12,-3.50E-11,-5.30E-11,-6.72E-11,-1.16E-10,-1.43E-10,-2.03E-10,-4.60E-10,-7.70E-10,,,,,,,,,
60.20,-1.83E-11,-1.95E-12,1.17E-11,-1.11E-11,-3.06E-11,-8.12E-12,-3.44E-11,-5.83E-11,-6.93E-11,-1.16E-10,-1.55E-10,-2.03E-10,-4.41E-10,-8.02E-10,,,,,,,,,
60.30,-1.52E-11,3.36E-12,2.35E-12,-1.11E-11,-1.93E-11,-1.62E-11,-3.59E-11,-8.61E-11,-8.31E-11,-1.07E-10,-1.43E-10,-2.19E-10,-4.47E-10,-8.02E-10,,,,,,,,,
60.40,2.64E-12,2.73E-12,7.89E-13,6.43E-12,-5.26E-12,-2.19E-11,-3.03E-11,-8.27E-11,-6.56E-11,-1.09E-10,-1.33E-10,-2.29E-10,-4.57E-10,-7.75E-10,,,,,,,,,
60.50,-5.17E-12,7.74E-12,-2.65E-12,-3.58E-12,-1.31E-11,-8.43E-12,-3.22E-11,-7.33E-11,-6.15E-11,-1.16E-10,-1.35E-10,-2.33E-10,-4.50E-10,-7.57E-10,,,,,,,,,
60.60,-6.42E-12,-9.77E-12,-4.84E-12,-4.51E-13,-2.46E-11,-1.06E-11,-2.97E-11,-6.64E-11,-6.22E-11,-1.25E-10,-1.43E-10,-2.31E-10,-4.42E-10,-7.67E-10,,,,,,,,,
60.70,4.83E-12,-2.13E-11,1.45E-11,-1.14E-11,-4.94E-12,8.76E-12,-2.40E-11,-6.67E-11,-5.68E-11,-1.10E-10,-1.38E-10,-2.24E-10,-4.55E-10,-7.83E-10,,,,,,,,,
60.80,1.44E-13,-1.60E-11,2.99E-11,-2.20E-11,-1.21E-11,-3.07E-13,-3.59E-11,-6.64E-11,-7.03E-11,-9.29E-11,-1.56E-10,-2.25E-10,-4.47E-10,-7.80E-10,,,,,,,,,
60.90,5.77E-12,-2.27E-12,1.61E-11,-7.95E-12,-1.65E-11,-1.12E-11,-4.62E-11,-7.02E-11,-8.34E-11,-9.41E-11,-1.50E-10,-2.12E-10,-4.40E-10,-7.80E-10,,,,,,,,,
61.00,4.83E-12,1.87E-11,-5.46E-12,-7.64E-12,-1.18E-11,-1.19E-11,-4.09E-11,-5.08E-11,-8.25E-11,-9.54E-11,-1.42E-10,-2.17E-10,-4.29E-10,-7.80E-10,,,,,,,,,
61.10,-1.49E-11,2.21E-11,-1.20E-11,-1.61E-11,-8.70E-12,-1.09E-11,-3.56E-11,-5.70E-11,-7.18E-11,-1.13E-10,-1.39E-10,-2.31E-10,-4.34E-10,-7.70E-10,,,,,,,,,
61.20,-1.58E-11,3.05E-12,-5.78E-12,-1.55E-11,-1.12E-11,-2.88E-11,-4.87E-11,-3.77E-11,-6.09E-11,-1.14E-10,-1.43E-10,-2.37E-10,-4.60E-10,-7.89E-10,,,,,,,,,
61.30,-2.67E-12,-8.52E-12,-1.20E-11,-1.23E-11,-5.88E-12,-1.78E-11,-5.97E-11,-4.99E-11,-6.50E-11,-9.63E-11,-1.52E-10,-2.40E-10,-4.72E-10,-7.92E-10,,,,,,,,,
61.40,-1.05E-11,-1.91E-11,-2.11E-11,-1.11E-11,-3.03E-11,-5.31E-12,-3.47E-11,-3.99E-11,-7.53E-11,-1.10E-10,-1.50E-10,-2.40E-10,-4.53E-10,-7.76E-10,,,,,,,,,
61.50,-1.30E-11,-1.60E-11,-4.84E-12,-8.27E-12,-3.43E-11,-4.06E-12,-2.09E-11,-5.92E-11,-7.93E-11,-1.09E-10,-1.60E-10,-2.49E-10,-4.46E-10,-7.77E-10,,,,,,,,,
61.60,-1.05E-11,-1.45E-11,7.67E-12,-7.33E-12,-4.94E-12,-1.59E-11,-1.56E-11,-9.36E-11,-6.12E-11,-1.09E-10,-1.62E-10,-2.37E-10,-4.41E-10,-7.70E-10,,,,,,,,,
61.70,-1.11E-12,-5.08E-12,1.17E-11,-2.95E-12,-2.65E-11,2.82E-12,-3.75E-11,-6.86E-11,-5.25E-11,-9.48E-11,-1.38E-10,-2.22E-10,-4.45E-10,-7.73E-10,,,,,,,,,
61.80,-6.42E-12,5.46E-13,5.79E-12,-5.14E-12,-1.18E-11,-5.62E-12,-3.19E-11,-6.14E-11,-7.28E-11,-9.66E-11,-1.58E-10,-2.34E-10,-4.36E-10,-7.62E-10,,,,,,,,,
61.90,-1.67E-11,8.59E-13,4.77E-13,2.68E-12,-9.63E-12,-1.75E-11,-3.12E-11,-5.24E-11,-7.47E-11,-1.28E-10,-1.50E-10,-2.47E-10,-4.40E-10,-7.65E-10,,,,,,,,,
62.00,-1.33E-11,1.17E-12,-3.27E-12,-9.52E-12,2.87E-12,-2.09E-11,-3.59E-11,-4.77E-11,-6.34E-11,-1.32E-10,-1.39E-10,-2.64E-10,-4.51E-10,-7.87E-10,,,,,,,,,
62.10,-9.23E-12,6.17E-12,2.66E-12,-1.64E-11,1.13E-11,-2.09E-11,-4.28E-11,-4.95E-11,-7.87E-11,-1.28E-10,-1.40E-10,-2.45E-10,-4.63E-10,-7.87E-10,,,,,,,,,
62.20,-2.49E-11,1.24E-11,-1.09E-12,-1.67E-11,1.13E-11,-2.69E-11,-4.87E-11,-5.33E-11,-7.97E-11,-1.10E-10,-1.48E-10,-2.32E-10,-4.64E-10,-7.91E-10,,,,,,,,,
62.30,-1.49E-11,5.86E-12,-7.03E-12,-2.48E-11,-2.18E-11,-3.56E-11,-4.75E-11,-3.33E-11,-8.78E-11,-9.91E-11,-1.54E-10,-2.28E-10,-4.59E-10,-7.88E-10,,,,,,,,,
62.40,9.52E-12,4.30E-12,-1.30E-11,-1.58E-11,-2.46E-11,-3.69E-11,-2.75E-11,-4.30E-11,-8.37E-11,-8.95E-11,-1.53E-10,-2.32E-10,-4.64E-10,-8.00E-10,,,,,,,,,
62.50,1.17E-11,3.67E-12,-2.34E-12,-5.76E-12,-1.96E-11,-1.72E-11,-1.62E-11,-5.30E-11,-7.93E-11,-1.17E-10,-1.50E-10,-2.38E-10,-4.43E-10,-7.96E-10,,,,,,,,,
62.60,-5.48E-12,-3.52E-12,-4.61E-13,-1.08E-12,-2.56E-11,-5.31E-12,-4.00E-11,-5.20E-11,-8.53E-11,-1.13E-10,-1.39E-10,-2.50E-10,-4.48E-10,-7.73E-10,,,,,,,,,
62.70,-2.17E-11,5.55E-12,2.98E-12,-1.42E-11,-2.62E-11,-1.78E-11,-3.41E-11,-4.99E-11,-9.31E-11,-8.85E-11,-1.42E-10,-2.41E-10,-4.51E-10,-7.69E-10,,,,,,,,,
62.80,-1.39E-11,-9.77E-12,-2.96E-12,-1.33E-11,-1.18E-11,-1.03E-11,-3.47E-11,-5.14E-11,-8.28E-11,-1.05E-10,-1.51E-10,-2.30E-10,-4.47E-10,-7.65E-10,,,,,,,,,
62.90,-1.99E-11,-1.32E-11,1.64E-13,-1.36E-11,-9.01E-12,-1.31E-11,-3.44E-11,-6.49E-11,-6.78E-11,-1.10E-10,-1.38E-10,-2.46E-10,-4.46E-10,-7.78E-10,,,,,,,,,
63.00,-2.08E-11,3.36E-12,-6.40E-12,-3.30E-11,-6.51E-12,-7.81E-12,-4.25E-11,-7.02E-11,-7.18E-11,-1.14E-10,-1.49E-10,-2.24E-10,-4.36E-10,-7.76E-10,,,,,,,,,
63.10,-9.86E-12,1.40E-11,-1.39E-11,-2.42E-11,3.18E-12,9.43E-13,-3.91E-11,-6.08E-11,-6.81E-11,-1.14E-10,-1.64E-10,-2.30E-10,-4.44E-10,-7.57E-10,,,,,,,,,
63.20,-5.80E-12,1.05E-11,-1.23E-11,-3.61E-11,-9.01E-12,4.38E-12,-3.69E-11,-5.74E-11,-6.78E-11,-1.07E-10,-1.47E-10,-2.35E-10,-4.49E-10,-7.64E-10,,,,,,,,,
63.30,-2.02E-11,1.40E-11,-1.09E-12,-2.23E-11,-6.51E-12,-6.25E-12,-4.19E-11,-6.30E-11,-6.40E-11,-1.04E-10,-1.41E-10,-2.35E-10,-4.46E-10,-7.78E-10,,,,,,,,,
63.40,-1.36E-11,1.77E-11,5.48E-12,-7.33E-12,-1.09E-11,2.82E-12,-3.37E-11,-7.20E-11,-5.81E-11,-1.11E-10,-1.50E-10,-2.26E-10,-4.26E-10,-7.80E-10,,,,,,,,,
63.50,-7.98E-12,1.49E-11,-3.59E-12,-7.95E-12,-1.49E-11,-1.69E-11,-2.37E-11,-6.77E-11,-5.72E-11,-1.14E-10,-1.73E-10,-2.08E-10,-4.39E-10,-8.02E-10,,,,,,,,,
63.60,-5.48E-12,2.73E-12,-1.48E-11,-1.73E-11,-1.12E-11,-8.12E-12,-3.97E-11,-6.20E-11,-7.53E-11,-1.12E-10,-1.91E-10,-2.16E-10,-4.44E-10,-8.06E-10,,,,,,,,,
63.70,4.52E-12,-5.71E-12,-2.65E-12,-1.45E-11,-2.21E-11,-1.34E-11,-5.34E-11,-5.77E-11,-7.97E-11,-1.19E-10,-1.82E-10,-2.42E-10,-4.47E-10,-7.96E-10,,,,,,,,,
63.80,-1.05E-11,-1.76E-11,3.60E-12,-1.64E-11,-1.12E-11,-3.63E-11,-4.84E-11,-6.14E-11,-7.53E-11,-1.21E-10,-1.59E-10,-2.58E-10,-4.47E-10,-7.65E-10,,,,,,,,,
63.90,-5.80E-12,-2.89E-12,5.79E-12,-2.36E-11,-3.38E-12,-3.59E-11,-4.56E-11,-7.20E-11,-7.65E-11,-1.19E-10,-1.49E-10,-2.47E-10,-4.48E-10,-7.58E-10,,,,,,,,,
64.00,-1.86E-11,-9.14E-12,-2.02E-12,-2.17E-11,5.37E-12,-2.34E-11,-5.72E-11,-3.95E-11,-6.84E-11,-1.04E-10,-1.28E-10,-2.47E-10,-4.38E-10,-7.74E-10,,,,,,,,,
64.10,-1.95E-11,-9.77E-12,-1.98E-11,-2.48E-11,-5.57E-12,-1.31E-11,-3.69E-11,-5.11E-11,-7.50E-11,-1.05E-10,-1.24E-10,-2.28E-10,-4.46E-10,-7.68E-10,,,,,,,,,
64.20,-4.23E-12,3.05E-12,-1.23E-11,-1.33E-11,-2.34E-11,-1.41E-11,-2.37E-11,-6.67E-11,-8.18E-11,-1.29E-10,-1.49E-10,-2.12E-10,-4.41E-10,-7.85E-10,,,,,,,,,
64.30,-4.86E-12,3.05E-12,4.77E-13,-1.20E-11,-4.12E-11,-2.22E-11,-3.28E-11,-8.83E-11,-8.53E-11,-1.25E-10,-1.64E-10,-2.20E-10,-4.47E-10,-7.87E-10,,,,,,,,,
64.40,-1.39E-11,7.42E-12,1.02E-11,1.74E-12,-1.49E-11,-3.00E-11,-4.00E-11,-9.30E-11,-8.56E-11,-1.25E-10,-1.58E-10,-2.25E-10,-4.54E-10,-7.69E-10,,,,,,,,,
64.50,-3.92E-12,-5.39E-12,-2.02E-12,1.11E-12,-5.26E-12,-6.56E-12,-2.40E-11,-7.71E-11,-8.87E-11,-1.13E-10,-1.48E-10,-2.14E-10,-4.67E-10,-7.72E-10,,,,,,,,,
64.60,8.27E-12,1.17E-12,-7.74E-13,5.49E-12,-1.24E-11,-1.00E-11,-1.75E-11,-6.11E-11,-8.84E-11,-1.02E-10,-1.41E-10,-2.30E-10,-4.56E-10,-7.92E-10,,,,,,,,,
64.70,6.40E-12,-3.52E-12,-3.59E-12,-3.58E-12,2.56E-12,-8.43E-12,-4.91E-11,-5.83E-11,-7.09E-11,-9.54E-11,-1.45E-10,-2.45E-10,-4.33E-10,-7.86E-10,,,,,,,,,
64.80,1.08E-11,-1.07E-11,-3.59E-12,-1.95E-11,-1.53E-11,-9.37E-12,-3.78E-11,-5.42E-11,-6.47E-11,-1.07E-10,-1.42E-10,-2.30E-10,-4.47E-10,-7.77E-10,,,,,,,,,
64.90,1.23E-11,7.11E-12,5.48E-12,-2.51E-11,-2.75E-11,-1.97E-11,-4.00E-11,-6.70E-11,-4.81E-11,-1.02E-10,-1.47E-10,-2.12E-10,-4.44E-10,-7.65E-10,,,,,,,,,
65.00,-3.29E-12,1.27E-11,-4.21E-12,-2.36E-11,-1.37E-11,-3.75E-12,-2.65E-11,-5.92E-11,-7.25E-11,-1.12E-10,-1.49E-10,-2.25E-10,-4.44E-10,-7.53E-10,,,,,,,,,
65.10,-1.39E-11,1.12E-11,-3.90E-12,-2.86E-11,-2.96E-11,-1.84E-11,-3.03E-11,-3.86E-11,-8.56E-11,-1.14E-10,-1.47E-10,-2.16E-10,-4.60E-10,-7.57E-10,,,,,,,,,
65.20,-1.73E-12,8.99E-12,-1.67E-11,-1.95E-11,-2.93E-11,-2.63E-11,-4.03E-11,-5.30E-11,-8.84E-11,-1.09E-10,-1.48E-10,-2.13E-10,-4.65E-10,-7.64E-10,,,,,,,,,
65.30,-1.80E-11,2.21E-11,-5.46E-12,-3.89E-12,-2.03E-11,-3.47E-11,-4.25E-11,-5.86E-11,-9.09E-11,-1.12E-10,-1.37E-10,-2.31E-10,-4.58E-10,-7.75E-10,,,,,,,,,
65.40,-1.64E-11,-7.91E-14,1.41E-12,-1.48E-11,-2.09E-11,-2.09E-11,-4.28E-11,-6.24E-11,-7.09E-11,-1.23E-10,-1.31E-10,-2.37E-10,-4.48E-10,-7.77E-10,,,,,,,,,
65.50,-2.04E-12,-3.21E-12,8.60E-12,-1.86E-11,-4.32E-12,-3.25E-11,-3.53E-11,-6.30E-11,-6.12E-11,-1.31E-10,-1.43E-10,-2.17E-10,-4.43E-10,-7.70E-10,,,,,,,,,
65.60,-1.92E-11,-1.54E-11,-1.71E-12,-2.11E-11,-9.63E-12,-3.66E-11,-4.09E-11,-5.64E-11,-7.22E-11,-1.12E-10,-1.46E-10,-2.08E-10,-4.53E-10,-7.82E-10,,,,,,,,,
65.70,-1.17E-11,-6.33E-12,7.04E-12,1.43E-12,-2.15E-11,-2.09E-11,-4.81E-11,-6.27E-11,-5.47E-11,-1.02E-10,-1.57E-10,-2.02E-10,-4.28E-10,-7.63E-10,,,,,,,,,
65.80,-1.69E-13,-3.21E-12,1.17E-11,-7.01E-12,-2.65E-11,-1.22E-11,-4.62E-11,-6.11E-11,-6.84E-11,-9.10E-11,-1.64E-10,-2.17E-10,-4.19E-10,-7.78E-10,,,,,,,,,
65.90,-1.11E-12,-3.92E-13,7.89E-13,1.74E-12,-9.95E-12,-2.47E-11,-5.47E-11,-5.61E-11,-6.62E-11,-7.13E-11,-1.73E-10,-2.42E-10,-4.38E-10,-7.87E-10,,,,,,,,,
66.00,-7.05E-12,1.05E-11,-2.65E-12,-2.95E-12,-2.15E-11,-2.09E-11,-1.94E-11,-5.61E-11,-7.78E-11,-8.98E-11,-1.80E-10,-2.33E-10,-4.53E-10,-7.79E-10,,,,,,,,,
66.10,-3.92E-12,1.21E-11,5.17E-12,-1.39E-12,-1.21E-11,-1.19E-11,-2.09E-11,-4.24E-11,-8.50E-11,-9.88E-11,-1.77E-10,-2.37E-10,-4.53E-10,-7.78E-10,,,,,,,,,
66.20,-7.67E-12,3.67E-12,-4.21E-12,6.11E-12,-1.46E-11,-1.24E-12,-3.50E-11,-4.27E-11,-6.25E-11,-1.02E-10,-1.79E-10,-2.23E-10,-4.44E-10,-7.87E-10,,,,,,,,,
66.30,-3.92E-12,-5.71E-12,-1.30E-11,1.08E-11,9.95E-13,-1.12E-11,-3.12E-11,-5.67E-11,-7.28E-11,-1.09E-10,-1.59E-10,-2.12E-10,-4.58E-10,-7.97E-10,,,,,,,,,
66.40,-3.92E-12,-8.21E-12,-1.14E-11,-1.08E-12,-2.13E-12,-1.81E-11,-4.09E-11,-6.14E-11,-8.22E-11,-1.06E-10,-1.58E-10,-2.05E-10,-4.63E-10,-7.76E-10,,,,,,,,,
66.50,-7.36E-12,-2.58E-12,-3.90E-12,-5.45E-12,-9.95E-12,-1.41E-11,-2.81E-11,-6.92E-11,-7.97E-11,-1.14E-10,-1.40E-10,-2.20E-10,-4.76E-10,-7.63E-10,,,,,,,,,
66.60,-2.36E-12,-6.64E-12,-2.02E-12,7.99E-12,-2.15E-11,-2.88E-11,-2.28E-11,-5.67E-11,-7.40E-11,-1.14E-10,-1.38E-10,-2.39E-10,-4.68E-10,-7.54E-10,,,,,,,,,
66.70,4.52E-12,-1.33E-12,6.10E-12,2.05E-12,-2.59E-11,-1.16E-11,-3.03E-11,-6.14E-11,-7.65E-11,-8.98E-11,-1.40E-10,-2.43E-10,-4.63E-10,-7.52E-10,,,,,,,,,
66.80,-3.29E-12,-1.98E-11,6.10E-12,-1.20E-11,-2.40E-11,-5.31E-12,-3.62E-11,-6.52E-11,-6.87E-11,-8.38E-11,-1.53E-10,-2.25E-10,-4.54E-10,-7.68E-10,,,,,,,,,
66.90,-6.73E-12,-1.10E-11,3.60E-12,-1.70E-11,-7.44E-12,2.19E-12,-4.06E-11,-6.67E-11,-7.00E-11,-7.60E-11,-1.68E-10,-2.08E-10,-4.66E-10,-7.81E-10,,,,,,,,,
67.00,-1.80E-11,1.02E-11,2.98E-12,-1.14E-11,9.95E-13,-9.37E-12,-4.19E-11,-5.17E-11,-6.90E-11,-8.01E-11,-1.70E-10,-2.04E-10,-4.47E-10,-7.84E-10,,,,,,,,,
67.10,-8.30E-12,3.67E-12,-1.40E-12,2.99E-12,1.62E-12,-2.28E-11,-3.72E-11,-4.77E-11,-6.97E-11,-9.04E-11,-1.61E-10,-2.08E-10,-4.34E-10,-7.75E-10,,,,,,,,,
67.20,-1.92E-11,-1.07E-11,-3.90E-12,-9.20E-12,-1.09E-11,-4.31E-11,-3.69E-11,-5.36E-11,-7.18E-11,-9.66E-11,-1.55E-10,-2.11E-10,-4.53E-10,-7.63E-10,,,,,,,,,
67.30,-1.33E-11,5.46E-13,6.73E-12,-6.70E-12,-1.81E-11,-3.56E-11,-3.22E-11,-7.89E-11,-8.56E-11,-1.08E-10,-1.63E-10,-2.37E-10,-4.61E-10,-7.83E-10,,,,,,,,,
67.40,-7.05E-12,1.62E-11,-8.28E-12,-1.20E-11,-1.81E-11,-2.94E-11,-2.19E-11,-5.42E-11,-8.40E-11,-1.03E-10,-1.69E-10,-2.28E-10,-4.64E-10,-7.81E-10,,,,,,,,,
67.50,-1.27E-11,1.21E-11,-7.96E-12,-1.92E-11,4.43E-12,-1.09E-11,-2.84E-11,-4.27E-11,-7.37E-11,-1.14E-10,-1.51E-10,-2.17E-10,-4.68E-10,-7.77E-10,,,,,,,,,
67.60,-1.02E-11,8.59E-13,-5.46E-12,-1.70E-12,-3.07E-12,-2.00E-11,-2.28E-11,-6.49E-11,-7.75E-11,-1.22E-10,-1.29E-10,-2.15E-10,-4.50E-10,-7.72E-10,,,,,,,,,
67.70,-6.42E-12,8.59E-13,-6.40E-12,-1.33E-11,-7.76E-12,-1.31E-11,-2.87E-11,-6.67E-11,-7.97E-11,-9.20E-11,-1.38E-10,-2.13E-10,-4.26E-10,-7.81E-10,,,,,,,,,
67.80,1.11E-11,1.12E-11,-7.74E-13,-1.14E-11,1.62E-12,-1.25E-11,-2.12E-11,-5.17E-11,-8.47E-11,-9.82E-11,-1.46E-10,-2.13E-10,-4.38E-10,-7.78E-10,,,,,,,,,
67.90,1.73E-11,1.27E-11,-6.40E-12,-1.39E-11,6.00E-12,-8.43E-12,-2.56E-11,-5.11E-11,-6.12E-11,-9.38E-11,-1.38E-10,-2.42E-10,-4.42E-10,-7.66E-10,,,,,,,,,
68.00,1.08E-12,3.98E-12,7.04E-12,5.80E-12,-3.69E-12,-2.31E-11,-3.94E-11,-6.80E-11,-6.00E-11,-9.01E-11,-1.40E-10,-2.22E-10,-4.65E-10,-7.54E-10,,,,,,,,,
68.10,-8.61E-12,-5.71E-12,1.02E-11,6.11E-12,1.10E-11,-1.87E-11,-3.72E-11,-4.89E-11,-6.75E-11,-1.06E-10,-1.27E-10,-2.35E-10,-4.68E-10,-7.66E-10,,,,,,,,,
68.20,-2.11E-11,8.59E-13,1.70E-11,-4.51E-13,2.01E-11,-2.09E-11,-3.19E-11,-4.92E-11,-8.00E-11,-9.91E-11,-1.31E-10,-2.42E-10,-4.71E-10,-7.65E-10,,,,,,,,,
68.30,-2.33E-11,1.18E-11,2.02E-11,-1.92E-11,5.37E-12,-3.41E-11,-2.75E-11,-7.08E-11,-8.78E-11,-1.02E-10,-1.54E-10,-2.41E-10,-4.62E-10,-7.67E-10,,,,,,,,,
