,Current Injected (pA),,,,,,,,,,,,
Time (ms),300,350,400,450,500,550,600,,,,,,
21.00,-4.17E-02,-3.91E-02,-3.61E-02,-3.29E-02,-3.01E-02,-2.77E-02,-2.33E-02,,,,,,
21.10,-4.18E-02,-3.91E-02,-3.60E-02,-3.28E-02,-3.00E-02,-2.78E-02,-2.31E-02,,,,,,
21.20,-4.17E-02,-3.88E-02,-3.60E-02,-3.28E-02,-3.00E-02,-2.76E-02,-2.29E-02,,,,,,
21.30,-4.15E-02,-3.87E-02,-3.59E-02,-3.26E-02,-2.99E-02,-2.73E-02,-2.25E-02,,,,,,
21.40,-4.15E-02,-3.87E-02,-3.58E-02,-3.25E-02,-2.97E-02,-2.72E-02,-2.25E-02,,,,,,
21.50,-4.14E-02,-3.85E-02,-3.58E-02,-3.26E-02,-2.96E-02,-2.67E-02,-2.20E-02,,,,,,
21.60,-4.15E-02,-3.84E-02,-3.55E-02,-3.22E-02,-2.93E-02,-2.69E-02,-2.19E-02,,,,,,
21.70,-4.13E-02,-3.84E-02,-3.55E-02,-3.22E-02,-2.92E-02,-2.66E-02,-2.15E-02,,,,,,
21.80,-4.12E-02,-3.82E-02,-3.54E-02,-3.20E-02,-2.92E-02,-2.66E-02,-2.13E-02,,,,,,
21.90,-4.12E-02,-3.82E-02,-3.54E-02,-3.19E-02,-2.90E-02,-2.63E-02,-2.10E-02,,,,,,
22.00,-4.12E-02,-3.80E-02,-3.53E-02,-3.18E-02,-2.90E-02,-2.61E-02,-2.06E-02,,,,,,
22.10,-4.09E-02,-3.81E-02,-3.51E-02,-3.18E-02,-2.89E-02,-2.58E-02,-2.03E-02,,,,,,
22.20,-4.10E-02,-3.81E-02,-3.48E-02,-3.16E-02,-2.85E-02,-2.59E-02,-1.99E-02,,,,,,
22.30,-4.07E-02,-3.78E-02,-3.49E-02,-3.17E-02,-2.86E-02,-2.57E-02,-1.95E-02,,,,,,
22.40,-4.09E-02,-3.77E-02,-3.47E-02,-3.15E-02,-2.85E-02,-2.55E-02,-1.92E-02,,,,,,
22.50,-4.07E-02,-3.75E-02,-3.48E-02,-3.14E-02,-2.84E-02,-2.54E-02,-1.87E-02,,,,,,
22.60,-4.06E-02,-3.74E-02,-3.47E-02,-3.13E-02,-2.82E-02,-2.52E-02,-1.82E-02,,,,,,
22.70,-4.04E-02,-3.76E-02,-3.46E-02,-3.11E-02,-2.80E-02,-2.49E-02,-1.76E-02,,,,,,
22.80,-4.03E-02,-3.74E-02,-3.46E-02,-3.11E-02,-2.79E-02,-2.50E-02,-1.70E-02,,,,,,
22.90,-4.05E-02,-3.74E-02,-3.43E-02,-3.09E-02,-2.78E-02,-2.49E-02,-1.63E-02,,,,,,
23.00,-4.04E-02,-3.74E-02,-3.44E-02,-3.08E-02,-2.78E-02,-2.45E-02,-1.56E-02,,,,,,
23.10,-4.04E-02,-3.73E-02,-3.44E-02,-3.09E-02,-2.75E-02,-2.43E-02,-1.49E-02,,,,,,
23.20,-4.03E-02,-3.72E-02,-3.42E-02,-3.06E-02,-2.74E-02,-2.45E-02,-1.37E-02,,,,,,
23.30,-4.02E-02,-3.72E-02,-3.39E-02,-3.06E-02,-2.72E-02,-2.39E-02,-1.25E-02,,,,,,
23.40,-4.02E-02,-3.69E-02,-3.39E-02,-3.07E-02,-2.71E-02,-2.39E-02,-1.12E-02,,,,,,
23.50,-4.00E-02,-3.70E-02,-3.39E-02,-3.04E-02,-2.72E-02,-2.36E-02,-9.48E-03,,,,,,
23.60,-4.00E-02,-3.69E-02,-3.39E-02,-3.04E-02,-2.72E-02,-2.35E-02,-7.18E-03,,,,,,
23.70,-3.99E-02,-3.68E-02,-3.37E-02,-3.04E-02,-2.68E-02,-2.32E-02,-3.99E-03,,,,,,
23.80,-3.99E-02,-3.68E-02,-3.36E-02,-3.03E-02,-2.67E-02,-2.31E-02,9.36E-05,,,,,,
23.90,-3.97E-02,-3.67E-02,-3.38E-02,-3.05E-02,-2.65E-02,-2.29E-02,6.12E-03,,,,,,
24.00,-3.99E-02,-3.66E-02,-3.35E-02,-3.01E-02,-2.63E-02,-2.27E-02,1.47E-02,,,,,,
24.10,-3.97E-02,-3.66E-02,-3.34E-02,-3.00E-02,-2.60E-02,-2.24E-02,2.65E-02,,,,,,
24.20,-3.96E-02,-3.63E-02,-3.34E-02,-3.00E-02,-2.60E-02,-2.23E-02,4.00E-02,,,,,,
24.30,-3.97E-02,-3.63E-02,-3.32E-02,-3.00E-02,-2.59E-02,-2.19E-02,5.17E-02,,,,,,
24.40,-3.95E-02,-3.63E-02,-3.31E-02,-2.99E-02,-2.59E-02,-2.18E-02,5.91E-02,,,,,,
24.50,-3.93E-02,-3.62E-02,-3.34E-02,-2.99E-02,-2.58E-02,-2.13E-02,6.23E-02,,,,,,
24.60,-3.95E-02,-3.63E-02,-3.31E-02,-2.97E-02,-2.56E-02,-2.13E-02,6.35E-02,,,,,,
24.70,-3.93E-02,-3.62E-02,-3.31E-02,-2.96E-02,-2.55E-02,-2.11E-02,6.39E-02,,,,,,
24.80,-3.94E-02,-3.63E-02,-3.29E-02,-2.96E-02,-2.56E-02,-2.10E-02,6.40E-02,,,,,,
24.90,-3.93E-02,-3.62E-02,-3.30E-02,-2.95E-02,-2.53E-02,-2.07E-02,6.41E-02,,,,,,
25.00,-3.92E-02,-3.60E-02,-3.29E-02,-2.96E-02,-2.53E-02,-2.04E-02,6.37E-02,,,,,,
25.10,-3.91E-02,-3.58E-02,-3.29E-02,-2.94E-02,-2.51E-02,-2.00E-02,6.36E-02,,,,,,
25.20,-3.91E-02,-3.59E-02,-3.28E-02,-2.93E-02,-2.49E-02,-1.96E-02,6.32E-02,,,,,,
25.30,-3.92E-02,-3.60E-02,-3.25E-02,-2.93E-02,-2.50E-02,-1.92E-02,6.28E-02,,,,,,
25.40,-3.90E-02,-3.58E-02,-3.27E-02,-2.93E-02,-2.48E-02,-1.87E-02,6.23E-02,,,,,,
25.50,-3.88E-02,-3.57E-02,-3.26E-02,-2.91E-02,-2.47E-02,-1.84E-02,6.18E-02,,,,,,
25.60,-3.89E-02,-3.56E-02,-3.27E-02,-2.91E-02,-2.45E-02,-1.77E-02,6.12E-02,,,,,,
25.70,-3.90E-02,-3.57E-02,-3.25E-02,-2.90E-02,-2.44E-02,-1.72E-02,6.05E-02,,,,,,
25.80,-3.89E-02,-3.55E-02,-3.22E-02,-2.90E-02,-2.43E-02,-1.65E-02,5.99E-02,,,,,,
25.90,-3.87E-02,-3.56E-02,-3.22E-02,-2.88E-02,-2.43E-02,-1.60E-02,5.89E-02,,,,,,
26.00,-3.87E-02,-3.55E-02,-3.23E-02,-2.89E-02,-2.43E-02,-1.52E-02,5.84E-02,,,,,,
26.10,-3.86E-02,-3.54E-02,-3.22E-02,-2.89E-02,-2.39E-02,-1.43E-02,5.75E-02,,,,,,
26.20,-3.83E-02,-3.53E-02,-3.23E-02,-2.88E-02,-2.38E-02,-1.30E-02,5.66E-02,,,,,,
26.30,-3.86E-02,-3.53E-02,-3.22E-02,-2.87E-02,-2.38E-02,-1.17E-02,5.57E-02,,,,,,
26.40,-3.87E-02,-3.54E-02,-3.20E-02,-2.86E-02,-2.35E-02,-9.83E-03,5.48E-02,,,,,,
26.50,-3.84E-02,-3.54E-02,-3.21E-02,-2.87E-02,-2.35E-02,-7.68E-03,5.40E-02,,,,,,
26.60,-3.85E-02,-3.52E-02,-3.22E-02,-2.87E-02,-2.34E-02,-4.90E-03,5.31E-02,,,,,,
26.70,-3.84E-02,-3.52E-02,-3.21E-02,-2.87E-02,-2.33E-02,-8.42E-04,5.24E-02,,,,,,
26.80,-3.84E-02,-3.52E-02,-3.18E-02,-2.86E-02,-2.33E-02,4.93E-03,5.13E-02,,,,,,
26.90,-3.82E-02,-3.50E-02,-3.19E-02,-2.85E-02,-2.30E-02,1.33E-02,5.04E-02,,,,,,
27.00,-3.83E-02,-3.50E-02,-3.19E-02,-2.85E-02,-2.27E-02,2.47E-02,4.95E-02,,,,,,
27.10,-3.81E-02,-3.50E-02,-3.19E-02,-2.84E-02,-2.27E-02,3.84E-02,4.84E-02,,,,,,
27.20,-3.82E-02,-3.50E-02,-3.19E-02,-2.85E-02,-2.23E-02,5.00E-02,4.74E-02,,,,,,
27.30,-3.83E-02,-3.50E-02,-3.19E-02,-2.83E-02,-2.22E-02,5.80E-02,4.65E-02,,,,,,
27.40,-3.80E-02,-3.49E-02,-3.18E-02,-2.84E-02,-2.23E-02,6.16E-02,4.53E-02,,,,,,
27.50,-3.80E-02,-3.49E-02,-3.18E-02,-2.84E-02,-2.19E-02,6.30E-02,4.45E-02,,,,,,
27.60,-3.79E-02,-3.48E-02,-3.19E-02,-2.83E-02,-2.18E-02,6.34E-02,4.36E-02,,,,,,
27.70,-3.78E-02,-3.51E-02,-3.19E-02,-2.83E-02,-2.14E-02,6.36E-02,4.28E-02,,,,,,
27.80,-3.81E-02,-3.46E-02,-3.17E-02,-2.83E-02,-2.13E-02,6.37E-02,4.19E-02,,,,,,
27.90,-3.79E-02,-3.47E-02,-3.17E-02,-2.81E-02,-2.12E-02,6.35E-02,4.11E-02,,,,,,
28.00,-3.79E-02,-3.47E-02,-3.17E-02,-2.81E-02,-2.09E-02,6.33E-02,4.04E-02,,,,,,
28.10,-3.78E-02,-3.49E-02,-3.16E-02,-2.82E-02,-2.09E-02,6.30E-02,3.96E-02,,,,,,
28.20,-3.78E-02,-3.45E-02,-3.15E-02,-2.81E-02,-2.05E-02,6.26E-02,3.87E-02,,,,,,
28.30,-3.75E-02,-3.47E-02,-3.16E-02,-2.81E-02,-2.04E-02,6.21E-02,3.79E-02,,,,,,
28.40,-3.75E-02,-3.47E-02,-3.14E-02,-2.81E-02,-1.99E-02,6.15E-02,3.72E-02,,,,,,
28.50,-3.77E-02,-3.47E-02,-3.14E-02,-2.81E-02,-1.97E-02,6.08E-02,3.64E-02,,,,,,
28.60,-3.77E-02,-3.45E-02,-3.15E-02,-2.81E-02,-1.93E-02,6.03E-02,3.58E-02,,,,,,
28.70,-3.74E-02,-3.47E-02,-3.14E-02,-2.82E-02,-1.90E-02,5.93E-02,3.50E-02,,,,,,
28.80,-3.76E-02,-3.46E-02,-3.15E-02,-2.84E-02,-1.85E-02,5.87E-02,3.43E-02,,,,,,
28.90,-3.76E-02,-3.45E-02,-3.16E-02,-2.80E-02,-1.82E-02,5.78E-02,3.39E-02,,,,,,
29.00,-3.74E-02,-3.44E-02,-3.14E-02,-2.81E-02,-1.77E-02,5.72E-02,3.31E-02,,,,,,
29.10,-3.75E-02,-3.47E-02,-3.13E-02,-2.82E-02,-1.72E-02,5.63E-02,3.25E-02,,,,,,
29.20,-3.73E-02,-3.45E-02,-3.14E-02,-2.82E-02,-1.67E-02,5.55E-02,3.21E-02,,,,,,
29.30,-3.73E-02,-3.45E-02,-3.13E-02,-2.82E-02,-1.58E-02,5.45E-02,3.14E-02,,,,,,
29.40,-3.73E-02,-3.43E-02,-3.14E-02,-2.83E-02,-1.49E-02,5.34E-02,3.09E-02,,,,,,
29.50,-3.73E-02,-3.45E-02,-3.14E-02,-2.83E-02,-1.38E-02,5.27E-02,3.05E-02,,,,,,
29.60,-3.74E-02,-3.44E-02,-3.13E-02,-2.82E-02,-1.29E-02,5.15E-02,2.99E-02,,,,,,
29.70,-3.75E-02,-3.44E-02,-3.14E-02,-2.83E-02,-1.12E-02,5.05E-02,2.94E-02,,,,,,
29.80,-3.73E-02,-3.44E-02,-3.13E-02,-2.83E-02,-9.39E-03,4.95E-02,2.88E-02,,,,,,
29.90,-3.73E-02,-3.44E-02,-3.14E-02,-2.85E-02,-6.90E-03,4.88E-02,2.84E-02,,,,,,
30.00,-3.73E-02,-3.45E-02,-3.13E-02,-2.84E-02,-3.53E-03,4.78E-02,2.80E-02,,,,,,
30.10,-3.74E-02,-3.43E-02,-3.14E-02,-2.83E-02,8.74E-04,4.70E-02,2.74E-02,,,,,,
30.20,-3.73E-02,-3.43E-02,-3.13E-02,-2.84E-02,7.11E-03,4.58E-02,2.69E-02,,,,,,
30.30,-3.72E-02,-3.43E-02,-3.12E-02,-2.84E-02,1.66E-02,4.50E-02,2.65E-02,,,,,,
30.40,-3.74E-02,-3.44E-02,-3.13E-02,-2.83E-02,2.90E-02,4.39E-02,2.61E-02,,,,,,
30.50,-3.73E-02,-3.42E-02,-3.13E-02,-2.85E-02,4.24E-02,4.33E-02,2.55E-02,,,,,,
30.60,-3.72E-02,-3.44E-02,-3.12E-02,-2.84E-02,5.29E-02,4.24E-02,2.51E-02,,,,,,
30.70,-3.72E-02,-3.44E-02,-3.13E-02,-2.85E-02,5.90E-02,4.14E-02,2.48E-02,,,,,,
30.80,-3.72E-02,-3.41E-02,-3.13E-02,-2.85E-02,6.16E-02,4.07E-02,2.43E-02,,,,,,
30.90,-3.71E-02,-3.42E-02,-3.14E-02,-2.85E-02,6.26E-02,3.98E-02,2.39E-02,,,,,,
31.00,-3.69E-02,-3.43E-02,-3.15E-02,-2.85E-02,6.30E-02,3.91E-02,2.35E-02,,,,,,
31.10,-3.72E-02,-3.42E-02,-3.13E-02,-2.86E-02,6.31E-02,3.83E-02,2.28E-02,,,,,,
31.20,-3.72E-02,-3.42E-02,-3.13E-02,-2.85E-02,6.31E-02,3.76E-02,2.27E-02,,,,,,
31.30,-3.72E-02,-3.42E-02,-3.13E-02,-2.86E-02,6.28E-02,3.66E-02,2.22E-02,,,,,,
31.40,-3.69E-02,-3.42E-02,-3.13E-02,-2.85E-02,6.25E-02,3.63E-02,2.17E-02,,,,,,
31.50,-3.71E-02,-3.44E-02,-3.12E-02,-2.87E-02,6.22E-02,3.55E-02,2.12E-02,,,,,,
31.60,-3.71E-02,-3.43E-02,-3.12E-02,-2.85E-02,6.19E-02,3.49E-02,2.11E-02,,,,,,
31.70,-3.72E-02,-3.43E-02,-3.13E-02,-2.87E-02,6.13E-02,3.42E-02,2.07E-02,,,,,,
31.80,-3.71E-02,-3.43E-02,-3.14E-02,-2.87E-02,6.07E-02,3.35E-02,2.01E-02,,,,,,
31.90,-3.70E-02,-3.43E-02,-3.11E-02,-2.85E-02,6.02E-02,3.30E-02,1.98E-02,,,,,,
32.00,-3.68E-02,-3.43E-02,-3.13E-02,-2.88E-02,5.96E-02,3.25E-02,1.95E-02,,,,,,
32.10,-3.72E-02,-3.42E-02,-3.13E-02,-2.88E-02,5.87E-02,3.20E-02,1.91E-02,,,,,,
32.20,-3.70E-02,-3.41E-02,-3.11E-02,-2.90E-02,5.81E-02,3.14E-02,1.88E-02,,,,,,
32.30,-3.71E-02,-3.43E-02,-3.14E-02,-2.89E-02,5.72E-02,3.10E-02,1.82E-02,,,,,,
32.40,-3.70E-02,-3.42E-02,-3.12E-02,-2.90E-02,5.64E-02,3.05E-02,1.80E-02,,,,,,
32.50,-3.69E-02,-3.44E-02,-3.12E-02,-2.90E-02,5.56E-02,2.99E-02,1.75E-02,,,,,,
32.60,-3.70E-02,-3.43E-02,-3.12E-02,-2.90E-02,5.45E-02,2.93E-02,1.73E-02,,,,,,
32.70,-3.70E-02,-3.44E-02,-3.15E-02,-2.92E-02,5.39E-02,2.85E-02,1.68E-02,,,,,,
32.80,-3.70E-02,-3.42E-02,-3.15E-02,-2.92E-02,5.28E-02,2.81E-02,1.65E-02,,,,,,
32.90,-3.69E-02,-3.42E-02,-3.14E-02,-2.92E-02,5.17E-02,2.76E-02,1.61E-02,,,,,,
33.00,-3.68E-02,-3.42E-02,-3.14E-02,-2.93E-02,5.10E-02,2.71E-02,1.57E-02,,,,,,
33.10,-3.70E-02,-3.42E-02,-3.15E-02,-2.92E-02,4.99E-02,2.66E-02,1.54E-02,,,,,,
33.20,-3.70E-02,-3.42E-02,-3.14E-02,-2.92E-02,4.90E-02,2.63E-02,1.49E-02,,,,,,
33.30,-3.69E-02,-3.42E-02,-3.16E-02,-2.94E-02,4.80E-02,2.58E-02,1.46E-02,,,,,,
33.40,-3.68E-02,-3.42E-02,-3.16E-02,-2.94E-02,4.71E-02,2.53E-02,1.41E-02,,,,,,
33.50,-3.68E-02,-3.42E-02,-3.15E-02,-2.95E-02,4.63E-02,2.50E-02,1.35E-02,,,,,,
33.60,-3.68E-02,-3.41E-02,-3.15E-02,-2.95E-02,4.55E-02,2.46E-02,1.32E-02,,,,,,
33.70,-3.68E-02,-3.43E-02,-3.16E-02,-2.95E-02,4.48E-02,2.43E-02,1.29E-02,,,,,,
33.80,-3.70E-02,-3.44E-02,-3.16E-02,-2.95E-02,4.35E-02,2.37E-02,1.24E-02,,,,,,
33.90,-3.68E-02,-3.42E-02,-3.17E-02,-2.96E-02,4.28E-02,2.34E-02,1.21E-02,,,,,,
34.00,-3.69E-02,-3.43E-02,-3.16E-02,-2.96E-02,4.19E-02,2.30E-02,1.19E-02,,,,,,
34.10,-3.69E-02,-3.43E-02,-3.17E-02,-2.97E-02,4.12E-02,2.29E-02,1.12E-02,,,,,,
34.20,-3.68E-02,-3.42E-02,-3.16E-02,-2.99E-02,4.02E-02,2.24E-02,1.07E-02,,,,,,
34.30,-3.68E-02,-3.44E-02,-3.17E-02,-2.98E-02,3.92E-02,2.20E-02,1.02E-02,,,,,,
34.40,-3.68E-02,-3.44E-02,-3.17E-02,-2.98E-02,3.88E-02,2.15E-02,9.55E-03,,,,,,
34.50,-3.70E-02,-3.43E-02,-3.18E-02,-2.99E-02,3.78E-02,2.12E-02,8.99E-03,,,,,,
34.60,-3.71E-02,-3.43E-02,-3.17E-02,-3.00E-02,3.72E-02,2.08E-02,8.52E-03,,,,,,
34.70,-3.68E-02,-3.43E-02,-3.19E-02,-3.00E-02,3.63E-02,2.04E-02,7.99E-03,,,,,,
34.80,-3.70E-02,-3.44E-02,-3.17E-02,-3.00E-02,3.55E-02,1.99E-02,7.33E-03,,,,,,
34.90,-3.68E-02,-3.41E-02,-3.18E-02,-2.98E-02,3.49E-02,1.99E-02,6.74E-03,,,,,,
35.00,-3.70E-02,-3.43E-02,-3.19E-02,-3.02E-02,3.42E-02,1.94E-02,6.05E-03,,,,,,
35.10,-3.70E-02,-3.42E-02,-3.19E-02,-3.04E-02,3.38E-02,1.92E-02,5.34E-03,,,,,,
35.20,-3.68E-02,-3.44E-02,-3.20E-02,-3.01E-02,3.31E-02,1.88E-02,4.56E-03,,,,,,
35.30,-3.70E-02,-3.43E-02,-3.19E-02,-3.02E-02,3.25E-02,1.84E-02,3.71E-03,,,,,,
35.40,-3.68E-02,-3.43E-02,-3.20E-02,-3.00E-02,3.18E-02,1.80E-02,2.84E-03,,,,,,
35.50,-3.69E-02,-3.44E-02,-3.20E-02,-3.04E-02,3.11E-02,1.78E-02,2.18E-03,,,,,,
35.60,-3.68E-02,-3.45E-02,-3.22E-02,-3.05E-02,3.07E-02,1.75E-02,1.12E-03,,,,,,
35.70,-3.69E-02,-3.44E-02,-3.22E-02,-3.06E-02,3.01E-02,1.70E-02,3.12E-04,,,,,,
35.80,-3.68E-02,-3.43E-02,-3.19E-02,-3.05E-02,2.98E-02,1.66E-02,-6.55E-04,,,,,,
35.90,-3.68E-02,-3.44E-02,-3.20E-02,-3.08E-02,2.92E-02,1.64E-02,-1.68E-03,,,,,,
36.00,-3.69E-02,-3.44E-02,-3.22E-02,-3.08E-02,2.85E-02,1.58E-02,-2.84E-03,,,,,,
36.10,-3.68E-02,-3.45E-02,-3.23E-02,-3.07E-02,2.80E-02,1.55E-02,-3.84E-03,,,,,,
36.20,-3.68E-02,-3.45E-02,-3.23E-02,-3.09E-02,2.77E-02,1.51E-02,-5.30E-03,,,,,,
36.30,-3.69E-02,-3.45E-02,-3.25E-02,-3.09E-02,2.74E-02,1.47E-02,-6.55E-03,,,,,,
36.40,-3.68E-02,-3.45E-02,-3.24E-02,-3.11E-02,2.69E-02,1.42E-02,-7.89E-03,,,,,,
36.50,-3.68E-02,-3.43E-02,-3.22E-02,-3.09E-02,2.65E-02,1.39E-02,-9.70E-03,,,,,,
36.60,-3.68E-02,-3.44E-02,-3.23E-02,-3.10E-02,2.58E-02,1.35E-02,-1.10E-02,,,,,,
36.70,-3.67E-02,-3.44E-02,-3.24E-02,-3.11E-02,2.56E-02,1.32E-02,-1.27E-02,,,,,,
36.80,-3.68E-02,-3.44E-02,-3.25E-02,-3.10E-02,2.50E-02,1.26E-02,-1.44E-02,,,,,,
36.90,-3.68E-02,-3.45E-02,-3.25E-02,-3.12E-02,2.46E-02,1.22E-02,-1.61E-02,,,,,,
37.00,-3.68E-02,-3.45E-02,-3.24E-02,-3.13E-02,2.41E-02,1.18E-02,-1.82E-02,,,,,,
37.10,-3.71E-02,-3.45E-02,-3.26E-02,-3.14E-02,2.40E-02,1.12E-02,-1.98E-02,,,,,,
37.20,-3.70E-02,-3.44E-02,-3.25E-02,-3.14E-02,2.34E-02,1.07E-02,-2.18E-02,,,,,,
37.30,-3.70E-02,-3.47E-02,-3.24E-02,-3.14E-02,2.31E-02,1.03E-02,-2.36E-02,,,,,,
37.40,-3.68E-02,-3.47E-02,-3.27E-02,-3.15E-02,2.27E-02,9.80E-03,-2.54E-02,,,,,,
37.50,-3.68E-02,-3.46E-02,-3.25E-02,-3.16E-02,2.25E-02,9.36E-03,-2.72E-02,,,,,,
37.60,-3.69E-02,-3.46E-02,-3.25E-02,-3.17E-02,2.22E-02,8.80E-03,-2.90E-02,,,,,,
37.70,-3.69E-02,-3.47E-02,-3.26E-02,-3.17E-02,2.18E-02,8.21E-03,-3.08E-02,,,,,,
37.80,-3.69E-02,-3.48E-02,-3.26E-02,-3.18E-02,2.14E-02,7.61E-03,-3.23E-02,,,,,,
37.90,-3.68E-02,-3.49E-02,-3.28E-02,-3.19E-02,2.13E-02,6.99E-03,-3.38E-02,,,,,,
38.00,-3.71E-02,-3.47E-02,-3.29E-02,-3.19E-02,2.07E-02,6.21E-03,-3.53E-02,,,,,,
38.10,-3.69E-02,-3.48E-02,-3.27E-02,-3.18E-02,2.06E-02,5.46E-03,-3.65E-02,,,,,,
38.20,-3.70E-02,-3.48E-02,-3.26E-02,-3.19E-02,2.01E-02,5.12E-03,-3.78E-02,,,,,,
38.30,-3.72E-02,-3.47E-02,-3.29E-02,-3.19E-02,1.98E-02,4.62E-03,-3.87E-02,,,,,,
38.40,-3.71E-02,-3.48E-02,-3.28E-02,-3.20E-02,1.96E-02,3.71E-03,-3.97E-02,,,,,,
38.50,-3.68E-02,-3.47E-02,-3.29E-02,-3.20E-02,1.90E-02,3.00E-03,-4.06E-02,,,,,,
38.60,-3.70E-02,-3.47E-02,-3.28E-02,-3.22E-02,1.86E-02,2.15E-03,-4.14E-02,,,,,,
38.70,-3.73E-02,-3.49E-02,-3.29E-02,-3.23E-02,1.84E-02,1.31E-03,-4.22E-02,,,,,,
38.80,-3.71E-02,-3.49E-02,-3.30E-02,-3.22E-02,1.81E-02,3.12E-04,-4.29E-02,,,,,,
38.90,-3.70E-02,-3.49E-02,-3.30E-02,-3.24E-02,1.77E-02,-5.93E-04,-4.35E-02,,,,,,
39.00,-3.70E-02,-3.49E-02,-3.31E-02,-3.24E-02,1.73E-02,-1.59E-03,-4.41E-02,,,,,,
39.10,-3.70E-02,-3.48E-02,-3.31E-02,-3.23E-02,1.71E-02,-2.46E-03,-4.47E-02,,,,,,
39.20,-3.72E-02,-3.48E-02,-3.31E-02,-3.22E-02,1.69E-02,-3.71E-03,-4.51E-02,,,,,,
39.30,-3.71E-02,-3.48E-02,-3.32E-02,-3.24E-02,1.65E-02,-5.18E-03,-4.55E-02,,,,,,
39.40,-3.71E-02,-3.49E-02,-3.30E-02,-3.24E-02,1.60E-02,-6.24E-03,-4.62E-02,,,,,,
39.50,-3.69E-02,-3.49E-02,-3.33E-02,-3.23E-02,1.57E-02,-7.36E-03,-4.65E-02,,,,,,
39.60,-3.71E-02,-3.50E-02,-3.32E-02,-3.25E-02,1.54E-02,-8.89E-03,-4.68E-02,,,,,,
39.70,-3.70E-02,-3.49E-02,-3.32E-02,-3.24E-02,1.50E-02,-1.04E-02,-4.72E-02,,,,,,
39.80,-3.73E-02,-3.49E-02,-3.34E-02,-3.24E-02,1.47E-02,-1.19E-02,-4.77E-02,,,,,,
39.90,-3.71E-02,-3.50E-02,-3.31E-02,-3.26E-02,1.43E-02,-1.37E-02,-4.79E-02,,,,,,
40.00,-3.71E-02,-3.49E-02,-3.32E-02,-3.25E-02,1.38E-02,-1.52E-02,-4.82E-02,,,,,,
40.10,-3.73E-02,-3.52E-02,-3.33E-02,-3.26E-02,1.35E-02,-1.72E-02,-4.85E-02,,,,,,
40.20,-3.97E-02,-3.78E-02,-3.66E-02,-3.66E-02,8.95E-03,-2.35E-02,-5.37E-02,,,,,,
40.30,-4.00E-02,-3.84E-02,-3.70E-02,-3.70E-02,8.36E-03,-2.59E-02,-5.44E-02,,,,,,
40.40,-4.01E-02,-3.88E-02,-3.75E-02,-3.74E-02,7.89E-03,-2.82E-02,-5.49E-02,,,,,,
40.50,-4.06E-02,-3.90E-02,-3.78E-02,-3.78E-02,7.46E-03,-3.04E-02,-5.59E-02,,,,,,
40.60,-4.08E-02,-3.94E-02,-3.81E-02,-3.82E-02,6.96E-03,-3.24E-02,-5.62E-02,,,,,,
40.70,-4.10E-02,-3.97E-02,-3.84E-02,-3.86E-02,6.65E-03,-3.44E-02,-5.67E-02,,,,,,
40.80,-4.14E-02,-3.99E-02,-3.90E-02,-3.89E-02,6.12E-03,-3.64E-02,-5.74E-02,,,,,,
40.90,-4.15E-02,-4.02E-02,-3.92E-02,-3.92E-02,5.65E-03,-3.80E-02,-5.77E-02,,,,,,
41.00,-4.16E-02,-4.03E-02,-3.93E-02,-3.97E-02,4.90E-03,-3.98E-02,-5.80E-02,,,,,,
41.10,-4.20E-02,-4.08E-02,-3.95E-02,-3.99E-02,4.34E-03,-4.16E-02,-5.85E-02,,,,,,
41.20,-4.23E-02,-4.11E-02,-4.02E-02,-4.03E-02,3.99E-03,-4.33E-02,-5.88E-02,,,,,,
41.30,-4.24E-02,-4.13E-02,-4.05E-02,-4.07E-02,3.43E-03,-4.45E-02,-5.93E-02,,,,,,
41.40,-4.27E-02,-4.16E-02,-4.06E-02,-4.08E-02,2.78E-03,-4.57E-02,-5.97E-02,,,,,,
41.50,-4.26E-02,-4.16E-02,-4.10E-02,-4.14E-02,2.09E-03,-4.70E-02,-6.02E-02,,,,,,
41.60,-4.29E-02,-4.20E-02,-4.11E-02,-4.17E-02,1.50E-03,-4.80E-02,-6.01E-02,,,,,,
41.70,-4.32E-02,-4.21E-02,-4.15E-02,-4.20E-02,7.80E-04,-4.88E-02,-6.06E-02,,,,,,
41.80,-4.33E-02,-4.25E-02,-4.17E-02,-4.24E-02,1.25E-04,-4.97E-02,-6.06E-02,,,,,,
41.90,-4.37E-02,-4.27E-02,-4.20E-02,-4.24E-02,-5.62E-04,-5.07E-02,-6.11E-02,,,,,,
42.00,-4.36E-02,-4.27E-02,-4.23E-02,-4.27E-02,-1.34E-03,-5.17E-02,-6.11E-02,,,,,,
42.10,-4.39E-02,-4.29E-02,-4.26E-02,-4.30E-02,-2.18E-03,-5.21E-02,-6.12E-02,,,,,,
42.20,-4.42E-02,-4.34E-02,-4.27E-02,-4.33E-02,-3.09E-03,-5.27E-02,-6.17E-02,,,,,,
42.30,-4.44E-02,-4.35E-02,-4.30E-02,-4.37E-02,-3.93E-03,-5.34E-02,-6.18E-02,,,,,,
42.40,-4.45E-02,-4.36E-02,-4.31E-02,-4.39E-02,-4.80E-03,-5.39E-02,-6.21E-02,,,,,,
42.50,-4.46E-02,-4.38E-02,-4.35E-02,-4.42E-02,-5.77E-03,-5.45E-02,-6.22E-02,,,,,,
