,Current Injected (pA),,,,,,,,,,,,
Time (ms),300,350,400,450,500,550,600,,,,,,
42.60,-4.46E-02,-4.41E-02,-4.37E-02,-4.45E-02,-7.11E-03,-5.51E-02,-6.26E-02,,,,,,
42.70,-4.48E-02,-4.43E-02,-4.39E-02,-4.46E-02,-8.02E-03,-5.54E-02,-6.28E-02,,,,,,
42.80,-4.52E-02,-4.44E-02,-4.39E-02,-4.50E-02,-9.17E-03,-5.61E-02,-6.30E-02,,,,,,
42.90,-4.54E-02,-4.48E-02,-4.44E-02,-4.51E-02,-1.05E-02,-5.63E-02,-6.31E-02,,,,,,
43.00,-4.56E-02,-4.47E-02,-4.44E-02,-4.53E-02,-1.21E-02,-5.70E-02,-6.33E-02,,,,,,
43.10,-4.55E-02,-4.51E-02,-4.47E-02,-4.54E-02,-1.37E-02,-5.73E-02,-6.32E-02,,,,,,
43.20,-4.58E-02,-4.51E-02,-4.49E-02,-4.57E-02,-1.49E-02,-5.78E-02,-6.36E-02,,,,,,
43.30,-4.59E-02,-4.55E-02,-4.51E-02,-4.59E-02,-1.65E-02,-5.82E-02,-6.36E-02,,,,,,
43.40,-4.60E-02,-4.57E-02,-4.53E-02,-4.61E-02,-1.85E-02,-5.84E-02,-6.37E-02,,,,,,
43.50,-4.60E-02,-4.57E-02,-4.54E-02,-4.65E-02,-2.02E-02,-5.89E-02,-6.38E-02,,,,,,
43.60,-4.63E-02,-4.60E-02,-4.56E-02,-4.65E-02,-2.22E-02,-5.93E-02,-6.39E-02,,,,,,
43.70,-4.66E-02,-4.61E-02,-4.57E-02,-4.68E-02,-2.41E-02,-5.95E-02,-6.41E-02,,,,,,
43.80,-4.66E-02,-4.63E-02,-4.60E-02,-4.71E-02,-2.59E-02,-5.97E-02,-6.44E-02,,,,,,
43.90,-4.68E-02,-4.63E-02,-4.62E-02,-4.72E-02,-2.78E-02,-6.01E-02,-6.45E-02,,,,,,
44.00,-4.69E-02,-4.68E-02,-4.62E-02,-4.74E-02,-2.98E-02,-6.02E-02,-6.45E-02,,,,,,
44.10,-4.70E-02,-4.70E-02,-4.63E-02,-4.73E-02,-3.19E-02,-6.07E-02,-6.46E-02,,,,,,
44.20,-4.71E-02,-4.68E-02,-4.66E-02,-4.77E-02,-3.39E-02,-6.10E-02,-6.46E-02,,,,,,
44.30,-4.74E-02,-4.70E-02,-4.68E-02,-4.77E-02,-3.59E-02,-6.10E-02,-6.48E-02,,,,,,
44.40,-4.74E-02,-4.72E-02,-4.68E-02,-4.79E-02,-3.74E-02,-6.13E-02,-6.48E-02,,,,,,
44.50,-4.75E-02,-4.75E-02,-4.71E-02,-4.82E-02,-3.93E-02,-6.17E-02,-6.50E-02,,,,,,
44.60,-4.75E-02,-4.75E-02,-4.71E-02,-4.82E-02,-4.08E-02,-6.17E-02,-6.50E-02,,,,,,
44.70,-4.77E-02,-4.77E-02,-4.74E-02,-4.83E-02,-4.23E-02,-6.19E-02,-6.53E-02,,,,,,
44.80,-4.78E-02,-4.77E-02,-4.76E-02,-4.86E-02,-4.38E-02,-6.21E-02,-6.52E-02,,,,,,
44.90,-4.78E-02,-4.80E-02,-4.75E-02,-4.88E-02,-4.51E-02,-6.24E-02,-6.52E-02,,,,,,
45.00,-4.80E-02,-4.80E-02,-4.77E-02,-4.89E-02,-4.61E-02,-6.24E-02,-6.54E-02,,,,,,
45.10,-4.80E-02,-4.80E-02,-4.79E-02,-4.89E-02,-4.71E-02,-6.26E-02,-6.56E-02,,,,,,
45.20,-4.82E-02,-4.82E-02,-4.81E-02,-4.91E-02,-4.83E-02,-6.27E-02,-6.55E-02,,,,,,
45.30,-4.81E-02,-4.83E-02,-4.82E-02,-4.92E-02,-4.90E-02,-6.32E-02,-6.58E-02,,,,,,
45.40,-4.83E-02,-4.85E-02,-4.82E-02,-4.94E-02,-4.99E-02,-6.32E-02,-6.58E-02,,,,,,
45.50,-4.85E-02,-4.86E-02,-4.85E-02,-4.95E-02,-5.06E-02,-6.33E-02,-6.56E-02,,,,,,
45.60,-4.87E-02,-4.88E-02,-4.85E-02,-4.95E-02,-5.15E-02,-6.35E-02,-6.58E-02,,,,,,
45.70,-4.87E-02,-4.89E-02,-4.87E-02,-4.97E-02,-5.22E-02,-6.36E-02,-6.59E-02,,,,,,
45.80,-4.89E-02,-4.91E-02,-4.88E-02,-4.97E-02,-5.28E-02,-6.38E-02,-6.60E-02,,,,,,
45.90,-4.89E-02,-4.91E-02,-4.88E-02,-4.99E-02,-5.34E-02,-6.40E-02,-6.60E-02,,,,,,
46.00,-4.90E-02,-4.93E-02,-4.89E-02,-5.03E-02,-5.39E-02,-6.40E-02,-6.62E-02,,,,,,
46.10,-4.91E-02,-4.93E-02,-4.90E-02,-5.00E-02,-5.45E-02,-6.41E-02,-6.62E-02,,,,,,
46.20,-4.91E-02,-4.94E-02,-4.94E-02,-5.04E-02,-5.50E-02,-6.43E-02,-6.62E-02,,,,,,
46.30,-4.94E-02,-4.96E-02,-4.94E-02,-5.04E-02,-5.55E-02,-6.44E-02,-6.63E-02,,,,,,
46.40,-4.93E-02,-4.95E-02,-4.93E-02,-5.05E-02,-5.60E-02,-6.46E-02,-6.62E-02,,,,,,
46.50,-4.94E-02,-4.99E-02,-4.95E-02,-5.06E-02,-5.64E-02,-6.47E-02,-6.63E-02,,,,,,
46.60,-4.95E-02,-4.98E-02,-4.95E-02,-5.09E-02,-5.68E-02,-6.48E-02,-6.65E-02,,,,,,
46.70,-4.95E-02,-4.99E-02,-4.97E-02,-5.07E-02,-5.72E-02,-6.46E-02,-6.64E-02,,,,,,
46.80,-4.97E-02,-5.00E-02,-4.98E-02,-5.09E-02,-5.77E-02,-6.51E-02,-6.65E-02,,,,,,
46.90,-4.98E-02,-5.00E-02,-4.99E-02,-5.09E-02,-5.79E-02,-6.50E-02,-6.65E-02,,,,,,
47.00,-4.99E-02,-5.02E-02,-5.01E-02,-5.13E-02,-5.83E-02,-6.52E-02,-6.67E-02,,,,,,
47.10,-5.00E-02,-5.04E-02,-5.03E-02,-5.11E-02,-5.85E-02,-6.53E-02,-6.68E-02,,,,,,
47.20,-5.00E-02,-5.04E-02,-5.04E-02,-5.14E-02,-5.89E-02,-6.53E-02,-6.66E-02,,,,,,
47.30,-5.01E-02,-5.05E-02,-5.02E-02,-5.13E-02,-5.94E-02,-6.54E-02,-6.68E-02,,,,,,
47.40,-5.04E-02,-5.06E-02,-5.05E-02,-5.14E-02,-5.97E-02,-6.56E-02,-6.70E-02,,,,,,
47.50,-5.02E-02,-5.06E-02,-5.04E-02,-5.18E-02,-5.98E-02,-6.56E-02,-6.70E-02,,,,,,
47.60,-5.04E-02,-5.08E-02,-5.07E-02,-5.17E-02,-6.01E-02,-6.57E-02,-6.70E-02,,,,,,
47.70,-5.05E-02,-5.09E-02,-5.06E-02,-5.18E-02,-6.05E-02,-6.58E-02,-6.71E-02,,,,,,
47.80,-5.06E-02,-5.10E-02,-5.09E-02,-5.19E-02,-6.07E-02,-6.60E-02,-6.70E-02,,,,,,
47.90,-5.05E-02,-5.10E-02,-5.07E-02,-5.19E-02,-6.10E-02,-6.60E-02,-6.71E-02,,,,,,
48.00,-5.06E-02,-5.12E-02,-5.09E-02,-5.19E-02,-6.12E-02,-6.59E-02,-6.71E-02,,,,,,
48.10,-5.07E-02,-5.11E-02,-5.10E-02,-5.21E-02,-6.12E-02,-6.61E-02,-6.71E-02,,,,,,
48.20,-5.10E-02,-5.11E-02,-5.11E-02,-5.22E-02,-6.16E-02,-6.62E-02,-6.69E-02,,,,,,
48.30,-5.08E-02,-5.14E-02,-5.10E-02,-5.22E-02,-6.18E-02,-6.61E-02,-6.73E-02,,,,,,
48.40,-5.08E-02,-5.13E-02,-5.11E-02,-5.22E-02,-6.21E-02,-6.62E-02,-6.71E-02,,,,,,
48.50,-5.10E-02,-5.13E-02,-5.14E-02,-5.24E-02,-6.19E-02,-6.63E-02,-6.76E-02,,,,,,
48.60,-5.13E-02,-5.14E-02,-5.13E-02,-5.27E-02,-6.23E-02,-6.64E-02,-6.73E-02,,,,,,
48.70,-5.12E-02,-5.17E-02,-5.14E-02,-5.26E-02,-6.24E-02,-6.64E-02,-6.74E-02,,,,,,
48.80,-5.12E-02,-5.15E-02,-5.14E-02,-5.25E-02,-6.26E-02,-6.65E-02,-6.74E-02,,,,,,
48.90,-5.14E-02,-5.19E-02,-5.16E-02,-5.28E-02,-6.26E-02,-6.66E-02,-6.76E-02,,,,,,
49.00,-5.13E-02,-5.21E-02,-5.17E-02,-5.29E-02,-6.30E-02,-6.67E-02,-6.76E-02,,,,,,
49.10,-5.15E-02,-5.19E-02,-5.18E-02,-5.28E-02,-6.31E-02,-6.65E-02,-6.76E-02,,,,,,
49.20,-5.16E-02,-5.19E-02,-5.18E-02,-5.29E-02,-6.33E-02,-6.67E-02,-6.75E-02,,,,,,
49.30,-5.15E-02,-5.17E-02,-5.18E-02,-5.29E-02,-6.35E-02,-6.67E-02,-6.77E-02,,,,,,
49.40,-5.16E-02,-5.21E-02,-5.20E-02,-5.29E-02,-6.36E-02,-6.69E-02,-6.75E-02,,,,,,
49.50,-5.18E-02,-5.21E-02,-5.20E-02,-5.33E-02,-6.34E-02,-6.68E-02,-6.77E-02,,,,,,
49.60,-5.17E-02,-5.21E-02,-5.21E-02,-5.33E-02,-6.38E-02,-6.69E-02,-6.78E-02,,,,,,
49.70,-5.18E-02,-5.22E-02,-5.24E-02,-5.33E-02,-6.39E-02,-6.68E-02,-6.78E-02,,,,,,
49.80,-5.17E-02,-5.23E-02,-5.22E-02,-5.33E-02,-6.39E-02,-6.71E-02,-6.79E-02,,,,,,
49.90,-5.19E-02,-5.23E-02,-5.24E-02,-5.34E-02,-6.40E-02,-6.70E-02,-6.77E-02,,,,,,
50.00,-5.19E-02,-5.26E-02,-5.24E-02,-5.35E-02,-6.43E-02,-6.70E-02,-6.77E-02,,,,,,
50.10,-5.21E-02,-5.25E-02,-5.24E-02,-5.35E-02,-6.43E-02,-6.70E-02,-6.78E-02,,,,,,
50.20,-5.21E-02,-5.25E-02,-5.25E-02,-5.38E-02,-6.44E-02,-6.70E-02,-6.81E-02,,,,,,
50.30,-5.23E-02,-5.27E-02,-5.25E-02,-5.34E-02,-6.46E-02,-6.72E-02,-6.81E-02,,,,,,
50.40,-5.21E-02,-5.27E-02,-5.26E-02,-5.38E-02,-6.46E-02,-6.73E-02,-6.79E-02,,,,,,
50.50,-5.23E-02,-5.25E-02,-5.28E-02,-5.37E-02,-6.47E-02,-6.72E-02,-6.80E-02,,,,,,
50.60,-5.24E-02,-5.27E-02,-5.28E-02,-5.39E-02,-6.46E-02,-6.74E-02,-6.80E-02,,,,,,
50.70,-5.24E-02,-5.28E-02,-5.28E-02,-5.38E-02,-6.49E-02,-6.75E-02,-6.81E-02,,,,,,
50.80,-5.25E-02,-5.28E-02,-5.29E-02,-5.39E-02,-6.49E-02,-6.75E-02,-6.82E-02,,,,,,
50.90,-5.25E-02,-5.29E-02,-5.29E-02,-5.39E-02,-6.51E-02,-6.74E-02,-6.83E-02,,,,,,
51.00,-5.24E-02,-5.29E-02,-5.31E-02,-5.38E-02,-6.51E-02,-6.74E-02,-6.82E-02,,,,,,
51.10,-5.25E-02,-5.31E-02,-5.31E-02,-5.40E-02,-6.52E-02,-6.75E-02,-6.83E-02,,,,,,
51.20,-5.27E-02,-5.30E-02,-5.30E-02,-5.42E-02,-6.51E-02,-6.76E-02,-6.84E-02,,,,,,
51.30,-5.28E-02,-5.31E-02,-5.31E-02,-5.41E-02,-6.51E-02,-6.77E-02,-6.85E-02,,,,,,
51.40,-5.27E-02,-5.33E-02,-5.30E-02,-5.42E-02,-6.52E-02,-6.77E-02,-6.83E-02,,,,,,
51.50,-5.28E-02,-5.32E-02,-5.33E-02,-5.41E-02,-6.54E-02,-6.77E-02,-6.82E-02,,,,,,
51.60,-5.29E-02,-5.34E-02,-5.34E-02,-5.43E-02,-6.53E-02,-6.76E-02,-6.84E-02,,,,,,
51.70,-5.26E-02,-5.33E-02,-5.34E-02,-5.42E-02,-6.56E-02,-6.77E-02,-6.86E-02,,,,,,
51.80,-5.30E-02,-5.33E-02,-5.34E-02,-5.43E-02,-6.55E-02,-6.77E-02,-6.85E-02,,,,,,
51.90,-5.29E-02,-5.35E-02,-5.35E-02,-5.43E-02,-6.56E-02,-6.77E-02,-6.85E-02,,,,,,
52.00,-5.30E-02,-5.36E-02,-5.36E-02,-5.44E-02,-6.57E-02,-6.79E-02,-6.86E-02,,,,,,
52.10,-5.31E-02,-5.37E-02,-5.35E-02,-5.45E-02,-6.57E-02,-6.79E-02,-6.86E-02,,,,,,
52.20,-5.29E-02,-5.34E-02,-5.36E-02,-5.45E-02,-6.58E-02,-6.80E-02,-6.85E-02,,,,,,
52.30,-5.31E-02,-5.36E-02,-5.35E-02,-5.47E-02,-6.59E-02,-6.80E-02,-6.85E-02,,,,,,
52.40,-5.32E-02,-5.37E-02,-5.38E-02,-5.46E-02,-6.60E-02,-6.79E-02,-6.86E-02,,,,,,
52.50,-5.31E-02,-5.37E-02,-5.38E-02,-5.47E-02,-6.60E-02,-6.81E-02,-6.88E-02,,,,,,
52.60,-5.33E-02,-5.39E-02,-5.38E-02,-5.47E-02,-6.59E-02,-6.82E-02,-6.86E-02,,,,,,
52.70,-5.34E-02,-5.38E-02,-5.38E-02,-5.48E-02,-6.59E-02,-6.82E-02,-6.87E-02,,,,,,
52.80,-5.34E-02,-5.38E-02,-5.37E-02,-5.49E-02,-6.60E-02,-6.80E-02,-6.87E-02,,,,,,
52.90,-5.34E-02,-5.39E-02,-5.40E-02,-5.48E-02,-6.62E-02,-6.81E-02,-6.86E-02,,,,,,
53.00,-5.34E-02,-5.40E-02,-5.40E-02,-5.49E-02,-6.62E-02,-6.82E-02,-6.89E-02,,,,,,
53.10,-5.34E-02,-5.40E-02,-5.38E-02,-5.48E-02,-6.63E-02,-6.81E-02,-6.87E-02,,,,,,
53.20,-5.35E-02,-5.40E-02,-5.40E-02,-5.49E-02,-6.64E-02,-6.83E-02,-6.88E-02,,,,,,
53.30,-5.36E-02,-5.41E-02,-5.43E-02,-5.51E-02,-6.63E-02,-6.84E-02,-6.88E-02,,,,,,
53.40,-5.36E-02,-5.41E-02,-5.43E-02,-5.51E-02,-6.65E-02,-6.85E-02,-6.89E-02,,,,,,
53.50,-5.37E-02,-5.43E-02,-5.43E-02,-5.51E-02,-6.67E-02,-6.83E-02,-6.92E-02,,,,,,
53.60,-5.36E-02,-5.41E-02,-5.43E-02,-5.50E-02,-6.65E-02,-6.84E-02,-6.89E-02,,,,,,
53.70,-5.38E-02,-5.44E-02,-5.43E-02,-5.50E-02,-6.66E-02,-6.84E-02,-6.90E-02,,,,,,
53.80,-5.38E-02,-5.43E-02,-5.43E-02,-5.50E-02,-6.66E-02,-6.83E-02,-6.90E-02,,,,,,
53.90,-5.39E-02,-5.43E-02,-5.43E-02,-5.53E-02,-6.66E-02,-6.86E-02,-6.91E-02,,,,,,
54.00,-5.39E-02,-5.42E-02,-5.42E-02,-5.52E-02,-6.68E-02,-6.84E-02,-6.90E-02,,,,,,
54.10,-5.37E-02,-5.45E-02,-5.43E-02,-5.52E-02,-6.69E-02,-6.84E-02,-6.88E-02,,,,,,
54.20,-5.38E-02,-5.44E-02,-5.46E-02,-5.54E-02,-6.68E-02,-6.86E-02,-6.89E-02,,,,,,
54.30,-5.39E-02,-5.43E-02,-5.45E-02,-5.54E-02,-6.68E-02,-6.87E-02,-6.90E-02,,,,,,
54.40,-5.39E-02,-5.44E-02,-5.45E-02,-5.54E-02,-6.70E-02,-6.87E-02,-6.91E-02,,,,,,
54.50,-5.40E-02,-5.45E-02,-5.48E-02,-5.55E-02,-6.69E-02,-6.85E-02,-6.92E-02,,,,,,
54.60,-5.40E-02,-5.45E-02,-5.46E-02,-5.56E-02,-6.71E-02,-6.86E-02,-6.91E-02,,,,,,
54.70,-5.38E-02,-5.45E-02,-5.47E-02,-5.54E-02,-6.70E-02,-6.89E-02,-6.91E-02,,,,,,
54.80,-5.42E-02,-5.46E-02,-5.47E-02,-5.57E-02,-6.71E-02,-6.88E-02,-6.88E-02,,,,,,
54.90,-5.41E-02,-5.47E-02,-5.48E-02,-5.55E-02,-6.70E-02,-6.89E-02,-6.91E-02,,,,,,
55.00,-5.40E-02,-5.47E-02,-5.47E-02,-5.55E-02,-6.71E-02,-6.89E-02,-6.93E-02,,,,,,
55.10,-5.41E-02,-5.47E-02,-5.48E-02,-5.56E-02,-6.71E-02,-6.88E-02,-6.91E-02,,,,,,
55.20,-5.43E-02,-5.47E-02,-5.48E-02,-5.56E-02,-6.72E-02,-6.89E-02,-6.94E-02,,,,,,
55.30,-5.43E-02,-5.49E-02,-5.49E-02,-5.57E-02,-6.75E-02,-6.87E-02,-6.92E-02,,,,,,
55.40,-5.42E-02,-5.48E-02,-5.48E-02,-5.59E-02,-6.72E-02,-6.89E-02,-6.92E-02,,,,,,
55.50,-5.42E-02,-5.48E-02,-5.49E-02,-5.56E-02,-6.73E-02,-6.90E-02,-6.93E-02,,,,,,
55.60,-5.42E-02,-5.49E-02,-5.49E-02,-5.60E-02,-6.74E-02,-6.89E-02,-6.93E-02,,,,,,
55.70,-5.42E-02,-5.48E-02,-5.51E-02,-5.57E-02,-6.75E-02,-6.90E-02,-6.93E-02,,,,,,
55.80,-5.43E-02,-5.49E-02,-5.52E-02,-5.57E-02,-6.76E-02,-6.91E-02,-6.92E-02,,,,,,
55.90,-5.45E-02,-5.51E-02,-5.52E-02,-5.58E-02,-6.76E-02,-6.91E-02,-6.92E-02,,,,,,
56.00,-5.45E-02,-5.51E-02,-5.52E-02,-5.58E-02,-6.74E-02,-6.91E-02,-6.93E-02,,,,,,
56.10,-5.44E-02,-5.50E-02,-5.52E-02,-5.60E-02,-6.75E-02,-6.92E-02,-6.93E-02,,,,,,
56.20,-5.43E-02,-5.50E-02,-5.52E-02,-5.60E-02,-6.77E-02,-6.92E-02,-6.94E-02,,,,,,
56.30,-5.44E-02,-5.51E-02,-5.54E-02,-5.59E-02,-6.76E-02,-6.91E-02,-6.93E-02,,,,,,
56.40,-5.45E-02,-5.50E-02,-5.54E-02,-5.61E-02,-6.75E-02,-6.91E-02,-6.93E-02,,,,,,
56.50,-5.44E-02,-5.49E-02,-5.54E-02,-5.59E-02,-6.76E-02,-6.92E-02,-6.96E-02,,,,,,
56.60,-5.44E-02,-5.51E-02,-5.52E-02,-5.61E-02,-6.78E-02,-6.93E-02,-6.94E-02,,,,,,
56.70,-5.48E-02,-5.52E-02,-5.53E-02,-5.59E-02,-6.78E-02,-6.92E-02,-6.94E-02,,,,,,
56.80,-5.46E-02,-5.51E-02,-5.53E-02,-5.60E-02,-6.78E-02,-6.93E-02,-6.95E-02,,,,,,
56.90,-5.47E-02,-5.52E-02,-5.54E-02,-5.62E-02,-6.80E-02,-6.93E-02,-6.95E-02,,,,,,
57.00,-5.48E-02,-5.53E-02,-5.54E-02,-5.61E-02,-6.77E-02,-6.94E-02,-6.96E-02,,,,,,
57.10,-5.48E-02,-5.53E-02,-5.53E-02,-5.62E-02,-6.80E-02,-6.95E-02,-6.95E-02,,,,,,
57.20,-5.46E-02,-5.53E-02,-5.56E-02,-5.63E-02,-6.80E-02,-6.94E-02,-6.96E-02,,,,,,
57.30,-5.47E-02,-5.52E-02,-5.54E-02,-5.61E-02,-6.80E-02,-6.95E-02,-6.94E-02,,,,,,
57.40,-5.47E-02,-5.54E-02,-5.56E-02,-5.62E-02,-6.79E-02,-6.96E-02,-6.95E-02,,,,,,
57.50,-5.48E-02,-5.53E-02,-5.57E-02,-5.62E-02,-6.81E-02,-6.94E-02,-6.96E-02,,,,,,
57.60,-5.49E-02,-5.55E-02,-5.57E-02,-5.63E-02,-6.81E-02,-6.94E-02,-6.95E-02,,,,,,
57.70,-5.47E-02,-5.55E-02,-5.57E-02,-5.63E-02,-6.82E-02,-6.93E-02,-6.95E-02,,,,,,
57.80,-5.50E-02,-5.54E-02,-5.56E-02,-5.63E-02,-6.81E-02,-6.97E-02,-6.95E-02,,,,,,
57.90,-5.48E-02,-5.55E-02,-5.57E-02,-5.63E-02,-6.80E-02,-6.96E-02,-6.96E-02,,,,,,
58.00,-5.48E-02,-5.57E-02,-5.58E-02,-5.62E-02,-6.81E-02,-6.97E-02,-6.98E-02,,,,,,
58.10,-5.49E-02,-5.56E-02,-5.57E-02,-5.62E-02,-6.82E-02,-6.97E-02,-6.96E-02,,,,,,
58.20,-5.51E-02,-5.56E-02,-5.58E-02,-5.65E-02,-6.82E-02,-6.95E-02,-6.96E-02,,,,,,
58.30,-5.50E-02,-5.57E-02,-5.58E-02,-5.62E-02,-6.82E-02,-6.97E-02,-6.98E-02,,,,,,
58.40,-5.51E-02,-5.58E-02,-5.59E-02,-5.65E-02,-6.80E-02,-6.95E-02,-6.97E-02,,,,,,
58.50,-5.50E-02,-5.57E-02,-5.58E-02,-5.66E-02,-6.83E-02,-6.97E-02,-6.97E-02,,,,,,
58.60,-5.53E-02,-5.57E-02,-5.59E-02,-5.64E-02,-6.83E-02,-6.96E-02,-6.98E-02,,,,,,
58.70,-5.52E-02,-5.58E-02,-5.58E-02,-5.64E-02,-6.81E-02,-6.97E-02,-6.98E-02,,,,,,
58.80,-5.51E-02,-5.56E-02,-5.58E-02,-5.65E-02,-6.83E-02,-6.97E-02,-6.97E-02,,,,,,
58.90,-5.52E-02,-5.56E-02,-5.61E-02,-5.66E-02,-6.84E-02,-6.98E-02,-6.96E-02,,,,,,
59.00,-5.51E-02,-5.57E-02,-5.60E-02,-5.65E-02,-6.85E-02,-6.99E-02,-6.99E-02,,,,,,
59.10,-5.52E-02,-5.58E-02,-5.59E-02,-5.67E-02,-6.84E-02,-6.96E-02,-6.99E-02,,,,,,
59.20,-5.54E-02,-5.59E-02,-5.59E-02,-5.66E-02,-6.86E-02,-6.98E-02,-6.99E-02,,,,,,
59.30,-5.53E-02,-5.58E-02,-5.60E-02,-5.67E-02,-6.86E-02,-6.99E-02,-6.99E-02,,,,,,
59.40,-5.53E-02,-5.61E-02,-5.60E-02,-5.68E-02,-6.85E-02,-7.00E-02,-6.98E-02,,,,,,
59.50,-5.54E-02,-5.58E-02,-5.62E-02,-5.68E-02,-6.85E-02,-6.98E-02,-7.00E-02,,,,,,
59.60,-5.55E-02,-5.60E-02,-5.62E-02,-5.67E-02,-6.85E-02,-6.98E-02,-6.99E-02,,,,,,
59.70,-5.54E-02,-5.62E-02,-5.62E-02,-5.68E-02,-6.85E-02,-7.01E-02,-7.00E-02,,,,,,
59.80,-5.53E-02,-5.61E-02,-5.63E-02,-5.67E-02,-6.87E-02,-6.99E-02,-6.98E-02,,,,,,
59.90,-5.54E-02,-5.61E-02,-5.62E-02,-5.67E-02,-6.86E-02,-6.98E-02,-6.99E-02,,,,,,
60.00,-5.56E-02,-5.61E-02,-5.60E-02,-5.68E-02,-6.86E-02,-7.01E-02,-6.99E-02,,,,,,
