Model,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
18567,0.180678,0.715858,1.720663,2.055852,5.889091,2.28655,0.764856,0.176384
18614,0.215515,1.248739,2.757308,3.463858,5.479562,2.236704,0.400165,0.08456
18812,0.195638,1.512479,1.442331,3.350014,13.374258,3.216215,1.930726,0.070766
18845,0.215546,1.800985,0.817188,3.682992,2.299256,3.11713,1.274026,0.159351
18931,0.179648,1.134125,3.871705,2.5807,13.169494,1.903743,1.628122,0.119023
18967,0.288321,1.406706,1.959534,3.426487,15.347682,3.021077,1.967084,0.128734
18976,0.116624,1.064176,1.268688,2.159661,5.544597,3.445674,0.971267,0.188596
19060,0.394719,1.232698,2.401371,2.730578,1.041767,2.648932,0.483781,0.113715
19091,0.116358,2.034779,2.609483,3.645161,12.454747,3.730028,1.340415,0.070203
19175,0.293552,1.293416,2.878121,2.379517,12.293298,3.39803,1.913387,0.157261
19221,0.225151,1.903119,0.602901,3.721906,7.648639,3.887363,1.118176,0.007791
19563,0.123712,1.759346,3.605935,3.864295,1.65377,2.794758,1.48753,0.060677
19617,0.062908,1.210011,0.291636,2.129158,6.81519,3.083375,0.842071,0.081748
19764,0.127462,0.967743,1.609984,2.331717,2.61949,0.055786,0.185079,0.155761
19926,0.131944,1.504748,0.732823,2.720924,13.000675,3.995942,1.918738,0.020035
19956,0.251622,1.424808,0.496136,3.084588,0.476376,3.567945,1.020359,0.164477
