Model,GNav17,GNav18,GNav19,GKdr,GKA,GKM,GH,GKleak
49,0.15717,1.0602559999999999,2.9620759999999997,1.6849470000000002,8.948993,2.4750490000000003,1.497865,0.181687
50,0.391902,1.1951479999999999,2.3669,3.165352,4.75793,1.277374,1.3765120000000002,0.07850399999999999
51,0.369502,1.829121,3.79653,3.67697,4.647694,2.853961,1.184767,0.029182999999999997
52,0.39552600000000004,0.522822,1.571916,1.259564,5.736530999999999,2.9361509999999997,0.990526,0.07494400000000001
53,0.279344,1.6328719999999999,2.392129,3.479481,10.864450999999999,1.765555,1.294374,0.18085199999999998
54,0.333389,1.356388,2.418452,3.917672,17.815356,0.9516549999999999,1.835246,0.186414
55,0.0036229999999999995,1.556345,1.959848,3.961938,3.076323,0.023663999999999998,0.617454,0.051498
56,0.149508,1.4684270000000001,1.0371,3.636733,1.138408,0.8462139999999999,0.755642,0.02541
57,0.0017980000000000001,0.663328,2.262991,0.8002600000000001,1.0384879999999999,3.50354,1.7974139999999998,0.13933399999999999
58,0.064489,1.189376,1.015536,2.229896,9.064437,2.257052,1.446965,0.175508
59,0.288136,1.385557,2.4900729999999998,3.8828169999999997,1.815963,0.040549,0.394579,0.155365
60,0.354881,1.527419,3.0122720000000003,3.2861830000000003,9.310001,2.679966,1.091068,0.028161000000000002
61,0.062433,0.601611,2.562029,0.956667,5.908772,1.766574,0.9484819999999999,0.040598
62,0.000293,1.420168,2.7541330000000004,2.58509,14.407858,3.129653,1.792305,0.066136
63,0.24918800000000002,1.527782,1.694386,3.27527,2.109244,0.816657,0.5022909999999999,0.14765699999999998
64,0.320669,1.1424809999999999,1.579473,2.836806,13.993448999999998,3.6718339999999996,1.527541,0.060223
65,0.24628000000000003,1.562252,2.601841,3.78315,1.277533,3.219569,0.580703,0.044254
66,0.304682,1.194642,0.0754,3.3631019999999996,1.103885,3.181588,0.727639,0.138705
67,0.324239,1.449605,2.33753,3.658558,3.092791,3.576393,1.726867,0.153315
68,0.10105399999999999,1.788318,1.359775,3.6372129999999996,6.981161,3.4697739999999997,0.740916,0.136845
69,0.190571,0.800829,2.62452,1.805727,6.277947,2.297711,1.7861479999999998,0.01939
70,0.096506,1.347716,3.236634,3.778083,4.143903,2.328977,0.325327,0.006987
71,0.148371,1.617789,0.550203,3.379585,4.234422,2.4616689999999997,1.4112129999999998,0.134143
72,0.032529,1.351887,1.175849,3.266988,0.143368,2.998001,0.288008,0.0035479999999999995
73,0.36548200000000003,1.256769,2.89125,3.600339,2.799923,0.47961000000000004,0.8920389999999999,0.09537999999999999
74,0.046519,1.4350129999999999,3.429556,2.3241419999999997,13.60781,3.953182,1.568453,0.19162200000000001
75,0.365709,1.7893849999999998,0.27247899999999997,3.061137,10.842614999999999,3.4178889999999997,1.668107,0.127867
76,0.071988,1.510869,3.948923,3.80177,9.303773,2.801847,1.735859,0.12546300000000002
77,0.11296600000000001,0.813833,0.566001,1.781266,6.149387,1.7748869999999999,1.38073,0.044191
78,0.30595500000000003,0.66692,1.377958,1.8015619999999999,4.33275,1.871675,0.931265,0.10581900000000001
79,0.297806,1.688545,1.073051,3.963571,0.617945,2.72632,0.660153,0.0034439999999999996
80,0.100694,1.260355,2.7823729999999998,3.030467,1.106559,2.2460419999999996,0.580245,0.142704
81,0.11665,1.7503090000000001,2.773021,3.840935,2.935094,2.413912,0.6646350000000001,0.07694400000000001
82,0.3216,1.881229,0.320601,3.91948,4.354137000000001,2.786181,1.293678,0.075543
83,0.391574,0.780098,3.585329,1.7219830000000003,7.431622999999999,1.811916,1.402202,0.154382
84,0.281675,1.413239,1.7544959999999998,3.818431,16.982431,1.6811470000000002,1.578913,0.177841
85,0.192052,1.2474690000000002,2.217902,2.7780560000000003,9.866869,2.209324,1.912296,0.09495
86,0.38022,1.621847,2.052131,3.293277,9.908189,3.879796,1.976832,0.16317
87,0.374147,1.02144,1.406424,2.347511,4.841576,2.637997,1.8248490000000002,0.033178
88,0.170145,1.6661580000000002,2.670225,3.9274489999999997,5.801931,2.201736,0.504594,0.154272
89,0.26911,0.9266620000000001,2.327953,2.212582,4.7174949999999995,2.375731,1.911182,0.042476
90,0.176022,1.3659370000000002,2.5543419999999997,2.634076,14.338694,3.515591,1.8226939999999998,0.174102
91,0.37905300000000003,0.905911,3.112222,2.207728,16.613471,3.8421629999999998,1.949688,0.14139000000000002
92,0.10629100000000001,1.149265,3.977536,2.513842,6.409394,2.470319,1.9521169999999999,0.13371
93,0.309919,1.11019,3.2014709999999997,2.7052389999999997,6.6914169999999995,0.650473,1.6426180000000001,0.17433800000000002
94,0.330491,1.136527,1.1678629999999999,1.77892,3.201104,3.976024,1.2172049999999999,0.137733
95,0.251221,0.9612370000000001,2.658455,1.428261,1.053311,3.4039580000000003,0.489037,0.038207
96,0.312444,1.050706,2.012772,3.316425,5.1332699999999996,3.941472,1.0804200000000002,0.180777
97,0.21503200000000003,1.232536,1.1569479999999999,1.8714490000000001,4.768035,3.063709,0.9457110000000001,0.181154
98,0.23586300000000002,1.5554780000000001,1.0924989999999999,2.816172,6.131998,3.5073230000000004,1.234844,0.058772000000000005
99,0.135935,1.7652709999999998,3.7352230000000004,3.9029300000000005,16.35075,1.8524209999999999,1.098196,0.010291
100,0.199433,1.52213,0.55509,2.505834,5.245954,3.873685,1.180014,0.174478
101,0.134832,1.282073,2.557702,2.715035,2.2631759999999996,3.233055,0.849493,0.06927699999999999
102,0.162996,1.209681,2.669727,2.811937,5.2315190000000005,3.995622,1.322894,0.16647699999999999
103,0.14738099999999998,0.662086,0.642989,1.379227,6.789788000000001,2.411207,1.180915,0.07180399999999999
104,0.151881,0.982721,2.7636060000000002,1.72735,8.56823,2.9726470000000003,1.535763,0.095234
105,0.217572,0.479472,2.398438,0.8329290000000001,5.496646,2.43492,0.963572,0.13280799999999998
106,0.080063,0.9816950000000001,3.3964730000000003,2.422616,0.43648400000000004,3.745621,1.064594,0.15825
107,0.038916,1.1645020000000001,0.048119,2.8736669999999997,6.109307,0.963003,1.037703,0.09345
108,0.323538,1.4298899999999999,1.5839450000000002,3.129297,0.689742,3.736844,1.4048129999999999,0.136498
109,0.152085,0.8758540000000001,3.758886,1.952025,2.13008,3.0154349999999996,1.0325520000000001,0.18920499999999998
110,0.048823000000000005,0.298092,0.398066,0.158717,2.678937,2.268733,1.109227,0.024363
111,0.034427,1.537213,2.954022,3.1406080000000003,1.7122099999999998,3.961761,1.507344,0.15144000000000002
112,0.046373000000000004,1.392347,3.692932,3.4157910000000005,5.480117,1.8878,1.45335,0.03461
113,0.268854,1.5907120000000001,0.19175999999999999,3.407979,4.681939,2.974688,0.9381700000000001,0.15495599999999998
114,0.058966,1.080763,3.0118720000000003,2.326911,2.4262490000000003,1.474534,0.65696,0.101263
115,0.056546000000000006,1.649864,2.703374,3.7998339999999997,4.066301,0.570607,1.764509,0.15279500000000001
116,0.324345,1.368498,2.1225419999999997,3.422175,3.681081,2.820287,0.9332159999999999,0.100779
117,0.054802,1.344276,0.373292,2.409954,7.948396000000001,2.245899,1.682841,0.157646
118,9.300000000000001e-05,1.663889,1.392209,3.873307,16.291703,1.1874129999999998,1.845879,0.087006
119,0.382641,0.9003180000000001,0.391176,1.9455770000000001,0.6011810000000001,2.410535,1.521558,0.036213
120,0.026567,1.626703,3.14292,3.09317,11.580832000000001,3.7986769999999996,1.353933,0.13833399999999998
121,0.23045700000000002,1.390687,3.7788190000000004,3.777911,5.074829,1.1138940000000002,1.9759799999999998,0.151394
122,0.239467,1.480919,1.3740350000000001,3.566066,3.8159660000000004,0.522315,1.01781,0.045165
123,0.1229,0.8631540000000001,2.876299,2.241895,0.559919,0.467712,0.673384,0.093061
124,0.1111,1.185103,3.164773,2.632469,19.278807999999998,3.712497,1.6649740000000002,0.071603
125,0.057855,0.9804950000000001,2.2768330000000003,2.154848,12.833286,1.959499,0.652996,0.012019
126,0.24964,1.7290150000000002,2.619384,3.7773849999999998,8.69111,3.689132,1.14616,0.032394
127,0.160888,1.225854,0.601072,3.5426279999999997,6.127349,0.41972600000000004,1.859959,0.18096099999999998
128,0.21949000000000002,0.914428,2.321243,2.144813,2.8464240000000003,2.489033,0.435962,0.10936199999999999
129,0.31550100000000003,1.097256,0.514117,2.300318,7.7971070000000005,3.9833279999999998,1.9483650000000001,0.078811
130,0.053675,1.166525,3.704616,2.343071,8.720874,3.7926230000000003,1.550455,0.046539
131,0.170989,1.320231,2.9501880000000003,2.858466,5.474055,3.176768,1.976214,0.022004
132,0.285352,1.253255,3.466795,3.208697,2.01917,0.24325700000000003,0.780339,0.026098000000000003
133,0.22318000000000002,1.0991389999999999,0.8181,2.7577830000000003,15.600569,1.711861,1.709073,0.092763
134,0.263258,1.054927,0.681142,3.216574,6.030968,1.140212,1.223667,0.079796
135,0.11717000000000001,0.6139180000000001,2.232803,1.134799,0.794724,2.332848,0.263778,0.081512
136,0.301496,1.193468,2.302648,3.596718,15.966106,2.03036,1.194843,0.061165
137,0.115872,1.55792,0.843041,3.03685,6.681678,2.769686,1.4723979999999999,0.075659
138,0.34118699999999996,1.6829040000000002,1.447547,3.600725,6.716728,2.3558830000000004,1.8480310000000002,0.020738
139,0.150785,1.634371,1.692707,3.813081,2.255957,0.238806,0.319484,0.129208
140,0.161025,1.270413,2.8182,3.958331,3.591364,1.8123049999999998,0.938974,0.180046
141,0.335497,0.314413,1.551641,0.24495100000000003,0.9688030000000001,2.790568,1.7733419999999998,0.146323
142,0.000528,1.412067,2.8628549999999997,3.333997,23.398704000000002,1.0347870000000001,1.7820759999999998,0.15498800000000001
143,0.24613400000000002,0.8686590000000001,3.2443049999999998,2.121799,1.076006,3.1740150000000003,0.9701930000000001,0.176054
144,0.055483000000000005,1.386263,2.2713520000000003,3.9649980000000005,7.396833999999999,0.355528,1.34134,0.168363
145,0.10800799999999999,1.089008,3.6596089999999997,2.810043,7.885422,1.3481459999999998,0.43928599999999995,0.101325
146,0.287777,1.171691,3.4114440000000004,2.005101,2.312478,1.511592,0.43731800000000004,0.134478
147,0.2019,0.329328,2.82669,0.103431,1.317993,2.68687,1.427114,0.093625
148,0.019303999999999998,2.045156,2.584068,3.692275,17.053179999999998,3.781818,1.968277,0.150087
149,0.150284,1.178939,2.039694,3.7460449999999996,1.7688169999999999,1.061492,0.49870699999999996,0.158222
150,0.035992,1.871241,1.500057,3.900575,5.942831,3.1639630000000003,1.3680889999999999,0.077519
151,0.024978999999999998,1.735195,0.0031219999999999998,3.632818,6.903967,3.5750029999999997,1.077185,0.132742
152,0.382712,1.567985,2.050973,3.9652629999999998,7.071861,2.510026,1.212489,0.091218
153,0.351287,1.096359,3.0006779999999997,3.525282,8.288935,0.7308359999999999,0.832392,0.095261
154,0.21054099999999998,1.004218,2.0001029999999997,2.22477,11.052075,0.044756,1.616954,0.070896
155,0.046241000000000004,1.436256,1.674694,1.9854669999999999,9.515761999999999,2.889942,1.692751,0.14386400000000002
156,0.194711,1.0365520000000001,0.08635599999999999,3.0274650000000003,5.5962760000000005,3.009903,1.001665,0.089908
157,0.367562,1.078051,2.251907,2.469564,3.80156,2.64469,1.4050559999999999,0.027583999999999997
158,0.22375799999999998,0.8812690000000001,2.3348459999999998,1.424784,5.714885,3.7222410000000004,1.131384,0.012956
159,0.224613,0.8472350000000001,3.876348,2.0244590000000002,9.08688,2.80307,1.600303,0.145053
160,0.044973,1.0866360000000002,1.14115,1.742693,2.944029,3.562092,1.623813,0.095804
161,0.27991900000000003,1.155838,2.246041,3.184341,0.08240900000000001,3.639396,0.329935,0.022866
162,0.118309,1.06738,0.490202,2.097729,2.654065,3.507602,0.651684,0.019482
163,0.029013999999999998,1.164361,2.963969,1.7191779999999999,7.572360000000001,3.3511059999999997,0.926825,0.055047000000000006
164,0.31094499999999997,1.626887,2.507836,2.9125509999999997,11.256822999999999,2.782356,1.824471,0.102352
165,0.279882,1.307641,2.833913,3.3503339999999997,8.009300999999999,3.31719,1.320087,0.114899
166,0.34677600000000003,1.4227809999999999,3.783287,3.214097,9.862147,1.5766870000000002,1.714314,0.166648
167,0.229642,1.3153290000000002,2.39039,2.6667549999999998,5.380589,2.262096,0.397188,0.019183000000000002
168,0.339015,0.9573780000000001,3.6079410000000003,2.163395,3.2202889999999997,1.6425740000000002,1.842339,0.036289999999999996
169,0.022801,1.203921,3.012607,1.8164639999999999,8.126049,2.776738,1.7473990000000001,0.091127
170,0.38266999999999995,0.646618,2.3730580000000003,1.351392,6.21761,3.8008050000000004,1.9947,0.055281
171,0.111135,1.1629459999999998,2.743794,1.503744,2.0700990000000004,3.3323139999999998,0.49919600000000003,0.147662
172,0.23704499999999998,0.6924560000000001,2.371003,1.523313,5.117677,1.750637,1.034148,0.064847
173,0.208923,1.0852190000000002,3.9458010000000003,2.8114310000000002,0.54388,3.057937,0.594296,0.055544
174,0.177009,1.5266870000000001,0.305675,3.783386,11.370906,2.40504,1.807459,0.11186900000000001
175,0.397198,0.650471,1.977193,1.306333,8.103171000000001,2.089452,1.882654,0.125411
176,0.188994,1.0865049999999998,1.259816,1.308103,2.658142,3.741546,0.7662939999999999,0.108498
177,0.322522,1.12334,0.8362649999999999,2.509584,3.848043,0.438359,0.8232520000000001,0.118826
178,0.29154,1.2902879999999999,2.716544,3.0474900000000003,20.970236,1.636482,1.906165,0.044461
179,0.37464000000000003,0.7202930000000001,1.142727,1.347804,6.154744,2.9630900000000002,1.55522,0.032621
180,0.14214300000000002,0.682519,3.630882,0.899013,5.595668,3.82652,1.490805,0.0142
181,0.240335,1.251611,2.734437,3.74502,16.808555,1.277691,1.148393,0.09971000000000001
182,0.209008,1.318129,3.656615,3.945511,14.173423000000001,2.281632,0.737354,0.041312
183,0.144904,0.572274,1.455794,0.8058649999999999,3.8062300000000002,3.514539,1.06223,0.155328
184,0.021202000000000002,1.473072,2.806577,3.2496080000000003,3.4769019999999995,3.325074,0.5851569999999999,0.147534
185,0.363493,0.9216639999999999,0.365753,3.098806,4.335793,2.585978,0.777837,0.041624
186,0.259397,0.720175,2.097245,1.599524,2.966569,0.664158,0.977651,0.142664
187,0.383792,1.136334,1.9482279999999998,2.974976,5.136866,2.850735,1.538209,0.140415
188,0.395729,0.759832,0.975733,1.7666259999999998,11.693655999999999,2.387006,1.7301389999999999,0.024391999999999997
189,0.101062,0.801805,2.17063,1.084547,2.7712380000000003,3.4389769999999995,1.4415799999999999,0.128594
190,0.287961,1.160498,3.262594,3.159912,2.7487060000000003,3.156361,1.7266560000000002,0.12001600000000001
191,0.300861,0.963148,2.7362759999999997,1.759495,4.456214,2.414934,1.8647369999999999,0.14895799999999998
192,0.16877899999999998,1.7648810000000001,2.655072,3.871025,5.295463,3.169029,1.2415559999999999,0.024471
193,0.293021,1.375591,0.22481199999999998,3.5698769999999995,2.384463,2.463962,0.977241,0.17912999999999998
194,0.21943200000000002,1.609294,1.4989,2.68337,4.780729,2.520877,1.602159,0.189076
195,0.04317,1.6908150000000002,0.8291860000000001,3.4867739999999996,14.982798,1.806218,1.544425,0.094233
196,0.05944,1.15759,1.048474,2.436009,8.903341000000001,3.246809,1.24186,0.016958
197,0.005106,1.364198,2.04097,3.887833,5.639211,1.535954,0.210436,0.16076700000000002
198,0.016033000000000002,1.6511259999999999,0.284846,3.779814,1.333413,3.153457,1.521642,0.170808
199,0.231785,1.4865,1.68345,3.7485910000000002,17.383759,2.223464,1.619543,0.17797000000000002
200,0.34926199999999996,1.361528,2.095328,2.9106549999999998,6.38402,2.510774,1.349596,0.16159400000000002
201,0.34173000000000003,1.012124,1.741004,3.1987389999999998,10.365057,1.2598049999999998,0.80105,0.076899
202,0.181695,1.0327030000000001,2.277213,3.288183,6.660628999999999,3.911026,0.6105470000000001,0.078849
203,0.109726,0.784586,0.770853,1.668121,5.210388,3.598411,0.8959889999999999,0.151291
204,0.340552,1.200661,0.441454,2.7448099999999998,0.035023,2.404502,1.142696,0.082147
205,0.229791,1.2029020000000001,0.570391,3.604029,7.543539999999999,0.050062999999999996,1.137052,0.165073
206,0.33105100000000004,0.752185,0.588218,1.679256,2.903859,2.722801,1.793997,0.087676
207,0.379631,0.635583,2.496203,0.934832,5.659604,3.51281,1.9601389999999999,0.022123
208,0.247946,1.235644,2.165252,3.236823,6.9493979999999995,2.583663,1.772317,0.1398
209,0.23992800000000003,1.482421,0.257562,3.941938,17.52794,1.703259,1.457641,0.069633
210,0.363632,0.694076,1.117226,2.24391,4.113118,1.526753,0.608262,0.163236
211,0.314819,0.802984,0.595737,1.391732,8.54296,1.8187650000000002,1.783195,0.18296800000000002
212,0.135189,1.2015069999999999,3.441033,2.7794659999999998,3.983447,3.7225919999999997,0.941591,0.06346900000000001
213,0.1146,0.47190699999999997,0.015595,0.768564,3.616738,1.606515,0.9951209999999999,0.053065
214,0.187184,1.227065,3.4493519999999998,2.674068,9.074167999999998,2.831123,0.9600350000000001,0.14260799999999998
215,0.266046,0.86149,3.069671,1.80096,6.407306,2.003956,0.734342,0.054152
216,0.140084,1.14057,2.695306,1.9223830000000002,5.729976000000001,3.8349949999999997,1.6868720000000001,0.076178
217,0.180687,1.31189,3.3475349999999997,3.5763879999999997,6.494408999999999,1.91475,1.01032,0.179607
218,0.31840999999999997,1.299045,3.473853,3.3204519999999995,17.736619,0.639696,1.787034,0.11921099999999998
219,0.017963999999999997,1.081642,3.5068879999999996,1.886205,5.954275,1.7463970000000002,1.675658,0.107397
220,0.33892100000000003,0.850756,1.6563240000000001,1.60235,5.374698,1.29778,1.488636,0.152247
221,0.23321,1.2531510000000001,0.729699,2.6401630000000003,9.049429,3.140462,1.6591509999999998,0.023812
222,0.005707,1.742606,3.275557,3.54454,11.452911,1.72532,1.547479,0.174004
223,0.24779,1.289659,2.707442,2.524778,3.842259,2.616154,0.599808,0.178878
224,0.395714,0.74337,1.8685650000000003,0.925601,2.210922,2.906911,1.102077,0.13967100000000002
225,0.379344,0.909832,1.386048,3.3131519999999997,2.008379,1.499587,0.8649540000000001,0.15373499999999998
226,0.297162,1.6407040000000002,1.786272,3.3918120000000003,1.321814,3.250789,1.466836,0.049746
227,0.244202,0.8827729999999999,3.6225169999999998,2.931947,3.602184,2.800279,0.8351709999999999,0.151523
228,0.271409,1.0010350000000001,1.010873,2.681377,2.165096,2.500002,0.66889,0.152639
229,0.012078,1.38975,3.701169,3.592259,5.037521,0.501197,1.9570889999999999,0.11161199999999999
230,0.166276,0.798005,2.776144,1.454193,7.0916619999999995,0.369829,1.8552919999999997,0.177726
231,0.021128,1.3583809999999998,1.070639,3.287951,9.416364,1.457349,1.046309,0.070747
232,0.307058,1.366428,0.089249,3.125728,7.815289999999999,1.2442959999999998,0.8882610000000001,0.114224
233,0.181032,1.5344870000000002,1.470479,3.810162,14.867118,1.6865450000000002,1.653282,0.194098
234,0.160969,1.621677,1.7804060000000002,3.119279,8.790111,3.220185,1.614719,0.025098
235,0.250369,1.8968189999999998,0.0037689999999999998,3.608514,2.0985009999999997,3.584693,1.7594880000000002,0.14001
236,0.114641,0.748404,1.959164,1.786558,0.994877,2.6950979999999998,0.19247999999999998,0.034397000000000004
237,0.29093600000000003,1.130611,3.1781509999999997,2.221379,8.313373,1.2368139999999999,1.546517,0.057798
238,0.161688,1.195492,3.46242,1.367232,4.349695,3.5190580000000002,1.371,0.191273
239,0.05168300000000001,1.7757459999999998,2.989195,2.8071669999999997,10.513262,3.730675,1.215127,0.011853
240,0.34551,1.903671,2.137155,2.9428259999999997,3.860123,3.886683,1.012248,0.181309
241,0.274572,1.199574,1.820872,3.5822809999999996,10.174509,0.12327,0.784575,0.111946
242,0.320132,1.521189,0.003317,3.6397769999999996,7.454549,2.068294,1.167748,0.10435699999999999
243,0.297558,1.146352,0.062155999999999996,2.2239619999999998,4.269337,2.9311979999999997,0.994226,0.17144600000000002
244,0.338957,1.133384,1.442145,3.980772,16.398462,3.3627910000000005,0.8326690000000001,0.10298800000000001
245,0.058386,1.310674,2.844564,3.901652,5.034408,1.738998,0.453977,0.112515
246,0.005649,0.583497,2.9981880000000003,1.076663,1.021528,2.700069,0.287358,0.14373699999999998
247,0.097702,0.6368010000000001,2.706261,1.171394,5.265537,1.486695,1.089078,0.133907
248,0.343542,1.376433,1.490204,3.5866519999999995,7.259494,1.081229,0.9656870000000001,0.161685
249,0.238254,1.4424290000000002,2.808482,3.500157,2.510815,3.048391,0.9369350000000001,0.10569300000000001
250,0.303102,1.525233,1.4333559999999999,3.765479,15.100181,1.5974780000000002,1.9957479999999999,0.16376400000000002
251,0.272942,0.79987,3.955429,2.257558,6.66954,2.18198,0.564144,0.046089
252,0.290222,0.988556,2.918243,2.977507,10.258322999999999,1.431239,1.343094,0.069958
253,0.31049899999999997,0.378629,0.8400629999999999,0.397444,4.947725,2.273676,1.2399790000000002,0.176071
254,0.047895,2.019873,1.818297,3.694839,1.1968370000000002,3.506303,0.344211,0.157237
255,0.188414,0.559592,2.422386,1.271396,3.22301,2.012267,0.971167,0.16148900000000002
256,0.132126,1.5261930000000001,2.892468,3.6266410000000002,10.079569000000001,0.371139,1.6960950000000001,0.08582000000000001
257,0.078668,1.57971,2.504354,2.885109,2.643873,3.231258,1.124975,0.155186
258,0.340231,1.031289,1.977214,2.2371,0.604744,2.754121,1.6446919999999998,0.073713
259,0.10758,1.40691,1.232226,2.083528,10.774758,3.1409990000000003,1.7629860000000002,0.191297
260,0.22281399999999998,1.6279489999999999,1.620157,3.195214,5.228486,2.454484,1.8037779999999999,0.142957
261,0.129145,0.8297200000000001,3.5730269999999997,2.391607,0.153187,0.719765,0.254471,0.14431
262,0.150088,1.1159620000000001,2.796057,3.087542,4.414226,1.3529010000000001,0.754918,0.017611
263,0.11168399999999999,1.162295,2.284232,2.818261,24.327897,2.4687759999999996,1.6970319999999999,0.054999
264,0.30921,1.190734,2.78395,2.50165,13.407870999999998,2.810299,1.73951,0.143527
265,0.395813,1.633042,2.3766119999999997,3.870268,9.676486,2.484283,1.210793,0.18024500000000002
266,0.398811,1.35032,3.3856550000000003,2.675557,5.8062260000000006,3.23053,1.990243,0.037612
267,0.388154,1.418752,3.2228209999999997,3.981559,7.335613,1.528809,1.625011,0.055597
268,0.351711,0.772782,0.837988,1.912332,7.287939999999999,0.792244,0.809103,0.023617
269,0.34468699999999997,0.994712,3.914712,2.739944,0.333845,3.9218629999999997,1.623581,0.03057
270,0.30383499999999997,0.554153,2.514395,1.205125,3.000412,0.6989920000000001,1.5945040000000001,0.15906800000000001
271,0.014609,1.4390209999999999,0.6276609999999999,3.280698,11.636608,2.732192,1.565413,0.11898900000000001
272,0.29692399999999997,1.479952,0.261874,3.758983,0.18771500000000002,1.409051,0.238183,0.085966
273,0.389192,0.98701,1.419658,3.008828,4.617625,3.2438599999999997,0.755073,0.128253
